id,atk,def,sta,percent,,,,,,,,
"4,5,11",04,05,11,44,,04,05,11,040511,40511,040511,04;05;11
"4,5,10",04,05,10,42,,04,05,10,040510,40510,040510,04;05;10
"4,5,9",04,05,09,40,,04,05,09,040509,40509,040509,04;05;09
"4,5,8",04,05,08,38,,04,05,08,040508,40508,040508,04;05;08
"4,5,7",04,05,07,36,,04,05,07,040507,40507,040507,04;05;07
"4,5,6",04,05,06,33,,04,05,06,040506,40506,040506,04;05;06
"4,5,5",04,05,05,31,,04,05,05,040505,40505,040505,04;05;05
"4,5,4",04,05,04,29,,04,05,04,040504,40504,040504,04;05;04
"4,5,3",04,05,03,27,,04,05,03,040503,40503,040503,04;05;03
"4,5,2",04,05,02,24,,04,05,02,040502,40502,040502,04;05;02
"4,5,1",04,05,01,22,,04,05,01,040501,40501,040501,04;05;01
"4,5,0",04,05,00,20,,04,05,00,040500,40500,040500,04;05;00
"4,4,15",04,04,15,51,,04,04,15,040415,40415,040415,04;04;15
"4,4,14",04,04,14,49,,04,04,14,040414,40414,040414,04;04;14
"4,4,13",04,04,13,47,,04,04,13,040413,40413,040413,04;04;13
"4,4,12",04,04,12,44,,04,04,12,040412,40412,040412,04;04;12
"4,4,11",04,04,11,42,,04,04,11,040411,40411,040411,04;04;11
"4,4,10",04,04,10,40,,04,04,10,040410,40410,040410,04;04;10
"4,4,9",04,04,09,38,,04,04,09,040409,40409,040409,04;04;09
"4,4,8",04,04,08,36,,04,04,08,040408,40408,040408,04;04;08
"4,4,7",04,04,07,33,,04,04,07,040407,40407,040407,04;04;07
"4,4,6",04,04,06,31,,04,04,06,040406,40406,040406,04;04;06
"4,4,5",04,04,05,29,,04,04,05,040405,40405,040405,04;04;05
"4,4,4",04,04,04,27,,04,04,04,040404,40404,040404,04;04;04
"4,4,3",04,04,03,24,,04,04,03,040403,40403,040403,04;04;03
"4,4,2",04,04,02,22,,04,04,02,040402,40402,040402,04;04;02
"4,4,1",04,04,01,20,,04,04,01,040401,40401,040401,04;04;01
"4,4,0",04,04,00,18,,04,04,00,040400,40400,040400,04;04;00
"4,3,15",04,03,15,49,,04,03,15,040315,40315,040315,04;03;15
"4,3,14",04,03,14,47,,04,03,14,040314,40314,040314,04;03;14
"4,3,13",04,03,13,44,,04,03,13,040313,40313,040313,04;03;13
"4,3,12",04,03,12,42,,04,03,12,040312,40312,040312,04;03;12
"4,3,11",04,03,11,40,,04,03,11,040311,40311,040311,04;03;11
"4,3,10",04,03,10,38,,04,03,10,040310,40310,040310,04;03;10
"4,3,9",04,03,09,36,,04,03,09,040309,40309,040309,04;03;09
"4,3,8",04,03,08,33,,04,03,08,040308,40308,040308,04;03;08
"4,3,7",04,03,07,31,,04,03,07,040307,40307,040307,04;03;07
"4,3,6",04,03,06,29,,04,03,06,040306,40306,040306,04;03;06
"4,3,5",04,03,05,27,,04,03,05,040305,40305,040305,04;03;05
"4,3,4",04,03,04,24,,04,03,04,040304,40304,040304,04;03;04
"4,3,3",04,03,03,22,,04,03,03,040303,40303,040303,04;03;03
"4,3,2",04,03,02,20,,04,03,02,040302,40302,040302,04;03;02
"4,3,1",04,03,01,18,,04,03,01,040301,40301,040301,04;03;01
"4,3,0",04,03,00,16,,04,03,00,040300,40300,040300,04;03;00
"4,2,15",04,02,15,47,,04,02,15,040215,40215,040215,04;02;15
"4,2,14",04,02,14,44,,04,02,14,040214,40214,040214,04;02;14
"4,2,13",04,02,13,42,,04,02,13,040213,40213,040213,04;02;13
"4,2,12",04,02,12,40,,04,02,12,040212,40212,040212,04;02;12
"4,2,11",04,02,11,38,,04,02,11,040211,40211,040211,04;02;11
"4,2,10",04,02,10,36,,04,02,10,040210,40210,040210,04;02;10
"4,2,9",04,02,09,33,,04,02,09,040209,40209,040209,04;02;09
"4,2,8",04,02,08,31,,04,02,08,040208,40208,040208,04;02;08
"4,2,7",04,02,07,29,,04,02,07,040207,40207,040207,04;02;07
"4,2,6",04,02,06,27,,04,02,06,040206,40206,040206,04;02;06
"4,2,5",04,02,05,24,,04,02,05,040205,40205,040205,04;02;05
"4,2,4",04,02,04,22,,04,02,04,040204,40204,040204,04;02;04
"4,2,3",04,02,03,20,,04,02,03,040203,40203,040203,04;02;03
"4,2,2",04,02,02,18,,04,02,02,040202,40202,040202,04;02;02
"4,2,1",04,02,01,16,,04,02,01,040201,40201,040201,04;02;01
"4,2,0",04,02,00,13,,04,02,00,040200,40200,040200,04;02;00
"4,1,15",04,01,15,44,,04,01,15,040115,40115,040115,04;01;15
"4,1,14",04,01,14,42,,04,01,14,040114,40114,040114,04;01;14
"4,1,13",04,01,13,40,,04,01,13,040113,40113,040113,04;01;13
"4,1,12",04,01,12,38,,04,01,12,040112,40112,040112,04;01;12
"4,1,11",04,01,11,36,,04,01,11,040111,40111,040111,04;01;11
"4,1,10",04,01,10,33,,04,01,10,040110,40110,040110,04;01;10
"4,1,9",04,01,09,31,,04,01,09,040109,40109,040109,04;01;09
"4,1,8",04,01,08,29,,04,01,08,040108,40108,040108,04;01;08
"4,1,7",04,01,07,27,,04,01,07,040107,40107,040107,04;01;07
"4,1,6",04,01,06,24,,04,01,06,040106,40106,040106,04;01;06
"4,1,5",04,01,05,22,,04,01,05,040105,40105,040105,04;01;05
"4,1,4",04,01,04,20,,04,01,04,040104,40104,040104,04;01;04
"4,1,3",04,01,03,18,,04,01,03,040103,40103,040103,04;01;03
"4,1,2",04,01,02,16,,04,01,02,040102,40102,040102,04;01;02
"4,1,1",04,01,01,13,,04,01,01,040101,40101,040101,04;01;01
"4,1,0",04,01,00,11,,04,01,00,040100,40100,040100,04;01;00
"4,0,15",04,00,15,42,,04,00,15,040015,40015,040015,04;00;15
"4,0,14",04,00,14,40,,04,00,14,040014,40014,040014,04;00;14
"4,0,13",04,00,13,38,,04,00,13,040013,40013,040013,04;00;13
"4,0,12",04,00,12,36,,04,00,12,040012,40012,040012,04;00;12
"4,0,11",04,00,11,33,,04,00,11,040011,40011,040011,04;00;11
"4,0,10",04,00,10,31,,04,00,10,040010,40010,040010,04;00;10
"4,0,9",04,00,09,29,,04,00,09,040009,40009,040009,04;00;09
"4,0,8",04,00,08,27,,04,00,08,040008,40008,040008,04;00;08
"4,0,7",04,00,07,24,,04,00,07,040007,40007,040007,04;00;07
"4,0,6",04,00,06,22,,04,00,06,040006,40006,040006,04;00;06
"4,0,5",04,00,05,20,,04,00,05,040005,40005,040005,04;00;05
"4,0,4",04,00,04,18,,04,00,04,040004,40004,040004,04;00;04
"4,0,3",04,00,03,16,,04,00,03,040003,40003,040003,04;00;03
"4,0,2",04,00,02,13,,04,00,02,040002,40002,040002,04;00;02
"4,0,1",04,00,01,11,,04,00,01,040001,40001,040001,04;00;01
"4,0,0",04,00,00,9,,04,00,00,040000,40000,040000,04;00;00
"3,15,15",03,15,15,73,,03,15,15,031515,31515,031515,03;15;15
"3,15,14",03,15,14,71,,03,15,14,031514,31514,031514,03;15;14
"3,15,13",03,15,13,69,,03,15,13,031513,31513,031513,03;15;13
"3,15,12",03,15,12,67,,03,15,12,031512,31512,031512,03;15;12
"3,15,11",03,15,11,64,,03,15,11,031511,31511,031511,03;15;11
"3,15,10",03,15,10,62,,03,15,10,031510,31510,031510,03;15;10
"3,15,9",03,15,09,60,,03,15,09,031509,31509,031509,03;15;09
"3,15,8",03,15,08,58,,03,15,08,031508,31508,031508,03;15;08
"3,15,7",03,15,07,56,,03,15,07,031507,31507,031507,03;15;07
"3,15,6",03,15,06,53,,03,15,06,031506,31506,031506,03;15;06
"3,15,5",03,15,05,51,,03,15,05,031505,31505,031505,03;15;05
"3,15,4",03,15,04,49,,03,15,04,031504,31504,031504,03;15;04
"3,15,3",03,15,03,47,,03,15,03,031503,31503,031503,03;15;03
"3,15,2",03,15,02,44,,03,15,02,031502,31502,031502,03;15;02
"3,15,1",03,15,01,42,,03,15,01,031501,31501,031501,03;15;01
"3,15,0",03,15,00,40,,03,15,00,031500,31500,031500,03;15;00
"3,14,15",03,14,15,71,,03,14,15,031415,31415,031415,03;14;15
"3,14,14",03,14,14,69,,03,14,14,031414,31414,031414,03;14;14
"3,14,13",03,14,13,67,,03,14,13,031413,31413,031413,03;14;13
"3,14,12",03,14,12,64,,03,14,12,031412,31412,031412,03;14;12
"3,14,11",03,14,11,62,,03,14,11,031411,31411,031411,03;14;11
"3,14,10",03,14,10,60,,03,14,10,031410,31410,031410,03;14;10
"3,14,9",03,14,09,58,,03,14,09,031409,31409,031409,03;14;09
"3,14,8",03,14,08,56,,03,14,08,031408,31408,031408,03;14;08
"3,14,7",03,14,07,53,,03,14,07,031407,31407,031407,03;14;07
"3,14,6",03,14,06,51,,03,14,06,031406,31406,031406,03;14;06
"3,14,5",03,14,05,49,,03,14,05,031405,31405,031405,03;14;05
"3,14,4",03,14,04,47,,03,14,04,031404,31404,031404,03;14;04
"3,14,3",03,14,03,44,,03,14,03,031403,31403,031403,03;14;03
"3,14,2",03,14,02,42,,03,14,02,031402,31402,031402,03;14;02
"3,14,1",03,14,01,40,,03,14,01,031401,31401,031401,03;14;01
"3,14,0",03,14,00,38,,03,14,00,031400,31400,031400,03;14;00
"3,13,15",03,13,15,69,,03,13,15,031315,31315,031315,03;13;15
"3,13,14",03,13,14,67,,03,13,14,031314,31314,031314,03;13;14
"3,13,13",03,13,13,64,,03,13,13,031313,31313,031313,03;13;13
"3,13,12",03,13,12,62,,03,13,12,031312,31312,031312,03;13;12
"3,13,11",03,13,11,60,,03,13,11,031311,31311,031311,03;13;11
"3,13,10",03,13,10,58,,03,13,10,031310,31310,031310,03;13;10
"3,13,9",03,13,09,56,,03,13,09,031309,31309,031309,03;13;09
"3,13,8",03,13,08,53,,03,13,08,031308,31308,031308,03;13;08
"3,13,7",03,13,07,51,,03,13,07,031307,31307,031307,03;13;07
"3,13,6",03,13,06,49,,03,13,06,031306,31306,031306,03;13;06
"3,13,5",03,13,05,47,,03,13,05,031305,31305,031305,03;13;05
"3,13,4",03,13,04,44,,03,13,04,031304,31304,031304,03;13;04
"3,13,3",03,13,03,42,,03,13,03,031303,31303,031303,03;13;03
"3,13,2",03,13,02,40,,03,13,02,031302,31302,031302,03;13;02
"3,13,1",03,13,01,38,,03,13,01,031301,31301,031301,03;13;01
"3,13,0",03,13,00,36,,03,13,00,031300,31300,031300,03;13;00
"3,12,15",03,12,15,67,,03,12,15,031215,31215,031215,03;12;15
"3,12,14",03,12,14,64,,03,12,14,031214,31214,031214,03;12;14
"3,12,13",03,12,13,62,,03,12,13,031213,31213,031213,03;12;13
"3,12,12",03,12,12,60,,03,12,12,031212,31212,031212,03;12;12
"3,12,11",03,12,11,58,,03,12,11,031211,31211,031211,03;12;11
"3,12,10",03,12,10,56,,03,12,10,031210,31210,031210,03;12;10
"3,12,9",03,12,09,53,,03,12,09,031209,31209,031209,03;12;09
"3,12,8",03,12,08,51,,03,12,08,031208,31208,031208,03;12;08
"3,12,7",03,12,07,49,,03,12,07,031207,31207,031207,03;12;07
"3,12,6",03,12,06,47,,03,12,06,031206,31206,031206,03;12;06
"3,12,5",03,12,05,44,,03,12,05,031205,31205,031205,03;12;05
"3,12,4",03,12,04,42,,03,12,04,031204,31204,031204,03;12;04
"3,12,3",03,12,03,40,,03,12,03,031203,31203,031203,03;12;03
"3,12,2",03,12,02,38,,03,12,02,031202,31202,031202,03;12;02
"3,12,1",03,12,01,36,,03,12,01,031201,31201,031201,03;12;01
"3,12,0",03,12,00,33,,03,12,00,031200,31200,031200,03;12;00
"3,11,15",03,11,15,64,,03,11,15,031115,31115,031115,03;11;15
"3,11,14",03,11,14,62,,03,11,14,031114,31114,031114,03;11;14
"3,11,13",03,11,13,60,,03,11,13,031113,31113,031113,03;11;13
"3,11,12",03,11,12,58,,03,11,12,031112,31112,031112,03;11;12
"3,11,11",03,11,11,56,,03,11,11,031111,31111,031111,03;11;11
"3,11,10",03,11,10,53,,03,11,10,031110,31110,031110,03;11;10
"3,11,9",03,11,09,51,,03,11,09,031109,31109,031109,03;11;09
"3,11,8",03,11,08,49,,03,11,08,031108,31108,031108,03;11;08
"3,11,7",03,11,07,47,,03,11,07,031107,31107,031107,03;11;07
"3,11,6",03,11,06,44,,03,11,06,031106,31106,031106,03;11;06
"3,11,5",03,11,05,42,,03,11,05,031105,31105,031105,03;11;05
"3,11,4",03,11,04,40,,03,11,04,031104,31104,031104,03;11;04
"3,11,3",03,11,03,38,,03,11,03,031103,31103,031103,03;11;03
"3,11,2",03,11,02,36,,03,11,02,031102,31102,031102,03;11;02
"3,11,1",03,11,01,33,,03,11,01,031101,31101,031101,03;11;01
"3,11,0",03,11,00,31,,03,11,00,031100,31100,031100,03;11;00
"3,10,15",03,10,15,62,,03,10,15,031015,31015,031015,03;10;15
"3,10,14",03,10,14,60,,03,10,14,031014,31014,031014,03;10;14
"3,10,13",03,10,13,58,,03,10,13,031013,31013,031013,03;10;13
"3,10,12",03,10,12,56,,03,10,12,031012,31012,031012,03;10;12
"3,10,11",03,10,11,53,,03,10,11,031011,31011,031011,03;10;11
"3,10,10",03,10,10,51,,03,10,10,031010,31010,031010,03;10;10
"3,10,9",03,10,09,49,,03,10,09,031009,31009,031009,03;10;09
"3,10,8",03,10,08,47,,03,10,08,031008,31008,031008,03;10;08
"3,10,7",03,10,07,44,,03,10,07,031007,31007,031007,03;10;07
"3,10,6",03,10,06,42,,03,10,06,031006,31006,031006,03;10;06
"3,10,5",03,10,05,40,,03,10,05,031005,31005,031005,03;10;05
"3,10,4",03,10,04,38,,03,10,04,031004,31004,031004,03;10;04
"3,10,3",03,10,03,36,,03,10,03,031003,31003,031003,03;10;03
"3,10,2",03,10,02,33,,03,10,02,031002,31002,031002,03;10;02
"3,10,1",03,10,01,31,,03,10,01,031001,31001,031001,03;10;01
"3,10,0",03,10,00,29,,03,10,00,031000,31000,031000,03;10;00
"3,9,15",03,09,15,60,,03,09,15,030915,30915,030915,03;09;15
"3,9,14",03,09,14,58,,03,09,14,030914,30914,030914,03;09;14
"3,9,13",03,09,13,56,,03,09,13,030913,30913,030913,03;09;13
"3,9,12",03,09,12,53,,03,09,12,030912,30912,030912,03;09;12
"3,9,11",03,09,11,51,,03,09,11,030911,30911,030911,03;09;11
"3,9,10",03,09,10,49,,03,09,10,030910,30910,030910,03;09;10
"3,9,9",03,09,09,47,,03,09,09,030909,30909,030909,03;09;09
"3,9,8",03,09,08,44,,03,09,08,030908,30908,030908,03;09;08
"3,9,7",03,09,07,42,,03,09,07,030907,30907,030907,03;09;07
"3,9,6",03,09,06,40,,03,09,06,030906,30906,030906,03;09;06
"3,9,5",03,09,05,38,,03,09,05,030905,30905,030905,03;09;05
"3,9,4",03,09,04,36,,03,09,04,030904,30904,030904,03;09;04
"3,9,3",03,09,03,33,,03,09,03,030903,30903,030903,03;09;03
"3,9,2",03,09,02,31,,03,09,02,030902,30902,030902,03;09;02
"3,9,1",03,09,01,29,,03,09,01,030901,30901,030901,03;09;01
"3,9,0",03,09,00,27,,03,09,00,030900,30900,030900,03;09;00
"3,8,15",03,08,15,58,,03,08,15,030815,30815,030815,03;08;15
"3,8,14",03,08,14,56,,03,08,14,030814,30814,030814,03;08;14
"3,8,13",03,08,13,53,,03,08,13,030813,30813,030813,03;08;13
"3,8,12",03,08,12,51,,03,08,12,030812,30812,030812,03;08;12
"3,8,11",03,08,11,49,,03,08,11,030811,30811,030811,03;08;11
"3,8,10",03,08,10,47,,03,08,10,030810,30810,030810,03;08;10
"3,8,9",03,08,09,44,,03,08,09,030809,30809,030809,03;08;09
"3,8,8",03,08,08,42,,03,08,08,030808,30808,030808,03;08;08
"3,8,7",03,08,07,40,,03,08,07,030807,30807,030807,03;08;07
"3,8,6",03,08,06,38,,03,08,06,030806,30806,030806,03;08;06
"3,8,5",03,08,05,36,,03,08,05,030805,30805,030805,03;08;05
"3,8,4",03,08,04,33,,03,08,04,030804,30804,030804,03;08;04
"3,8,3",03,08,03,31,,03,08,03,030803,30803,030803,03;08;03
"3,8,2",03,08,02,29,,03,08,02,030802,30802,030802,03;08;02
"3,8,1",03,08,01,27,,03,08,01,030801,30801,030801,03;08;01
"3,8,0",03,08,00,24,,03,08,00,030800,30800,030800,03;08;00
"3,7,15",03,07,15,56,,03,07,15,030715,30715,030715,03;07;15
"3,7,14",03,07,14,53,,03,07,14,030714,30714,030714,03;07;14
"3,7,13",03,07,13,51,,03,07,13,030713,30713,030713,03;07;13
"3,7,12",03,07,12,49,,03,07,12,030712,30712,030712,03;07;12
"3,7,11",03,07,11,47,,03,07,11,030711,30711,030711,03;07;11
"3,7,10",03,07,10,44,,03,07,10,030710,30710,030710,03;07;10
"3,7,9",03,07,09,42,,03,07,09,030709,30709,030709,03;07;09
"3,7,8",03,07,08,40,,03,07,08,030708,30708,030708,03;07;08
"3,7,7",03,07,07,38,,03,07,07,030707,30707,030707,03;07;07
"3,7,6",03,07,06,36,,03,07,06,030706,30706,030706,03;07;06
"3,7,5",03,07,05,33,,03,07,05,030705,30705,030705,03;07;05
"3,7,4",03,07,04,31,,03,07,04,030704,30704,030704,03;07;04
"3,7,3",03,07,03,29,,03,07,03,030703,30703,030703,03;07;03
"3,7,2",03,07,02,27,,03,07,02,030702,30702,030702,03;07;02
"3,7,1",03,07,01,24,,03,07,01,030701,30701,030701,03;07;01
"3,7,0",03,07,00,22,,03,07,00,030700,30700,030700,03;07;00
"3,6,15",03,06,15,53,,03,06,15,030615,30615,030615,03;06;15
"3,6,14",03,06,14,51,,03,06,14,030614,30614,030614,03;06;14
"3,6,13",03,06,13,49,,03,06,13,030613,30613,030613,03;06;13
"3,6,12",03,06,12,47,,03,06,12,030612,30612,030612,03;06;12
"3,6,11",03,06,11,44,,03,06,11,030611,30611,030611,03;06;11
"3,6,10",03,06,10,42,,03,06,10,030610,30610,030610,03;06;10
"3,6,9",03,06,09,40,,03,06,09,030609,30609,030609,03;06;09
"3,6,8",03,06,08,38,,03,06,08,030608,30608,030608,03;06;08
"3,6,7",03,06,07,36,,03,06,07,030607,30607,030607,03;06;07
"3,6,6",03,06,06,33,,03,06,06,030606,30606,030606,03;06;06
"3,6,5",03,06,05,31,,03,06,05,030605,30605,030605,03;06;05
"3,6,4",03,06,04,29,,03,06,04,030604,30604,030604,03;06;04
"3,6,3",03,06,03,27,,03,06,03,030603,30603,030603,03;06;03
"3,6,2",03,06,02,24,,03,06,02,030602,30602,030602,03;06;02
"3,6,1",03,06,01,22,,03,06,01,030601,30601,030601,03;06;01
"3,6,0",03,06,00,20,,03,06,00,030600,30600,030600,03;06;00
"3,5,15",03,05,15,51,,03,05,15,030515,30515,030515,03;05;15
"3,5,14",03,05,14,49,,03,05,14,030514,30514,030514,03;05;14
"3,5,13",03,05,13,47,,03,05,13,030513,30513,030513,03;05;13
"3,5,12",03,05,12,44,,03,05,12,030512,30512,030512,03;05;12
"3,5,11",03,05,11,42,,03,05,11,030511,30511,030511,03;05;11
"3,5,10",03,05,10,40,,03,05,10,030510,30510,030510,03;05;10
"3,5,9",03,05,09,38,,03,05,09,030509,30509,030509,03;05;09
"3,5,8",03,05,08,36,,03,05,08,030508,30508,030508,03;05;08
"3,5,7",03,05,07,33,,03,05,07,030507,30507,030507,03;05;07
"3,5,6",03,05,06,31,,03,05,06,030506,30506,030506,03;05;06
"3,5,5",03,05,05,29,,03,05,05,030505,30505,030505,03;05;05
"3,5,4",03,05,04,27,,03,05,04,030504,30504,030504,03;05;04
"3,5,3",03,05,03,24,,03,05,03,030503,30503,030503,03;05;03
"3,5,2",03,05,02,22,,03,05,02,030502,30502,030502,03;05;02
"3,5,1",03,05,01,20,,03,05,01,030501,30501,030501,03;05;01
"3,5,0",03,05,00,18,,03,05,00,030500,30500,030500,03;05;00
"3,4,15",03,04,15,49,,03,04,15,030415,30415,030415,03;04;15
"3,4,14",03,04,14,47,,03,04,14,030414,30414,030414,03;04;14
"3,4,13",03,04,13,44,,03,04,13,030413,30413,030413,03;04;13
"3,4,12",03,04,12,42,,03,04,12,030412,30412,030412,03;04;12
"3,4,11",03,04,11,40,,03,04,11,030411,30411,030411,03;04;11
"3,4,10",03,04,10,38,,03,04,10,030410,30410,030410,03;04;10
"3,4,9",03,04,09,36,,03,04,09,030409,30409,030409,03;04;09
"3,4,8",03,04,08,33,,03,04,08,030408,30408,030408,03;04;08
"3,4,7",03,04,07,31,,03,04,07,030407,30407,030407,03;04;07
"3,4,6",03,04,06,29,,03,04,06,030406,30406,030406,03;04;06
"3,4,5",03,04,05,27,,03,04,05,030405,30405,030405,03;04;05
"3,4,4",03,04,04,24,,03,04,04,030404,30404,030404,03;04;04
"3,4,3",03,04,03,22,,03,04,03,030403,30403,030403,03;04;03
"3,4,2",03,04,02,20,,03,04,02,030402,30402,030402,03;04;02
"3,4,1",03,04,01,18,,03,04,01,030401,30401,030401,03;04;01
"3,4,0",03,04,00,16,,03,04,00,030400,30400,030400,03;04;00
"3,3,15",03,03,15,47,,03,03,15,030315,30315,030315,03;03;15
"3,3,14",03,03,14,44,,03,03,14,030314,30314,030314,03;03;14
"3,3,13",03,03,13,42,,03,03,13,030313,30313,030313,03;03;13
"3,3,12",03,03,12,40,,03,03,12,030312,30312,030312,03;03;12
"3,3,11",03,03,11,38,,03,03,11,030311,30311,030311,03;03;11
"3,3,10",03,03,10,36,,03,03,10,030310,30310,030310,03;03;10
"3,3,9",03,03,09,33,,03,03,09,030309,30309,030309,03;03;09
"3,3,8",03,03,08,31,,03,03,08,030308,30308,030308,03;03;08
"3,3,7",03,03,07,29,,03,03,07,030307,30307,030307,03;03;07
"3,3,6",03,03,06,27,,03,03,06,030306,30306,030306,03;03;06
"3,3,5",03,03,05,24,,03,03,05,030305,30305,030305,03;03;05
"3,3,4",03,03,04,22,,03,03,04,030304,30304,030304,03;03;04
"3,3,3",03,03,03,20,,03,03,03,030303,30303,030303,03;03;03
"3,3,2",03,03,02,18,,03,03,02,030302,30302,030302,03;03;02
"3,3,1",03,03,01,16,,03,03,01,030301,30301,030301,03;03;01
"3,3,0",03,03,00,13,,03,03,00,030300,30300,030300,03;03;00
"3,2,15",03,02,15,44,,03,02,15,030215,30215,030215,03;02;15
"3,2,14",03,02,14,42,,03,02,14,030214,30214,030214,03;02;14
"3,2,13",03,02,13,40,,03,02,13,030213,30213,030213,03;02;13
"3,2,12",03,02,12,38,,03,02,12,030212,30212,030212,03;02;12
"3,2,11",03,02,11,36,,03,02,11,030211,30211,030211,03;02;11
"3,2,10",03,02,10,33,,03,02,10,030210,30210,030210,03;02;10
"3,2,9",03,02,09,31,,03,02,09,030209,30209,030209,03;02;09
"3,2,8",03,02,08,29,,03,02,08,030208,30208,030208,03;02;08
"3,2,7",03,02,07,27,,03,02,07,030207,30207,030207,03;02;07
"3,2,6",03,02,06,24,,03,02,06,030206,30206,030206,03;02;06
"3,2,5",03,02,05,22,,03,02,05,030205,30205,030205,03;02;05
"3,2,4",03,02,04,20,,03,02,04,030204,30204,030204,03;02;04
"3,2,3",03,02,03,18,,03,02,03,030203,30203,030203,03;02;03
"3,2,2",03,02,02,16,,03,02,02,030202,30202,030202,03;02;02
"3,2,1",03,02,01,13,,03,02,01,030201,30201,030201,03;02;01
"3,2,0",03,02,00,11,,03,02,00,030200,30200,030200,03;02;00
"3,1,15",03,01,15,42,,03,01,15,030115,30115,030115,03;01;15
"3,1,14",03,01,14,40,,03,01,14,030114,30114,030114,03;01;14
"3,1,13",03,01,13,38,,03,01,13,030113,30113,030113,03;01;13
"3,1,12",03,01,12,36,,03,01,12,030112,30112,030112,03;01;12
"3,1,11",03,01,11,33,,03,01,11,030111,30111,030111,03;01;11
"3,1,10",03,01,10,31,,03,01,10,030110,30110,030110,03;01;10
"3,1,9",03,01,09,29,,03,01,09,030109,30109,030109,03;01;09
"3,1,8",03,01,08,27,,03,01,08,030108,30108,030108,03;01;08
"3,1,7",03,01,07,24,,03,01,07,030107,30107,030107,03;01;07
"3,1,6",03,01,06,22,,03,01,06,030106,30106,030106,03;01;06
"3,1,5",03,01,05,20,,03,01,05,030105,30105,030105,03;01;05
"3,1,4",03,01,04,18,,03,01,04,030104,30104,030104,03;01;04
"3,1,3",03,01,03,16,,03,01,03,030103,30103,030103,03;01;03
"3,1,2",03,01,02,13,,03,01,02,030102,30102,030102,03;01;02
"3,1,1",03,01,01,11,,03,01,01,030101,30101,030101,03;01;01
"3,1,0",03,01,00,9,,03,01,00,030100,30100,030100,03;01;00
"3,0,15",03,00,15,40,,03,00,15,030015,30015,030015,03;00;15
"3,0,14",03,00,14,38,,03,00,14,030014,30014,030014,03;00;14
"3,0,13",03,00,13,36,,03,00,13,030013,30013,030013,03;00;13
"3,0,12",03,00,12,33,,03,00,12,030012,30012,030012,03;00;12
"3,0,11",03,00,11,31,,03,00,11,030011,30011,030011,03;00;11
"3,0,10",03,00,10,29,,03,00,10,030010,30010,030010,03;00;10
"3,0,9",03,00,09,27,,03,00,09,030009,30009,030009,03;00;09
"3,0,8",03,00,08,24,,03,00,08,030008,30008,030008,03;00;08
"3,0,7",03,00,07,22,,03,00,07,030007,30007,030007,03;00;07
"3,0,6",03,00,06,20,,03,00,06,030006,30006,030006,03;00;06
"3,0,5",03,00,05,18,,03,00,05,030005,30005,030005,03;00;05
"3,0,4",03,00,04,16,,03,00,04,030004,30004,030004,03;00;04
"3,0,3",03,00,03,13,,03,00,03,030003,30003,030003,03;00;03
"3,0,2",03,00,02,11,,03,00,02,030002,30002,030002,03;00;02
"3,0,1",03,00,01,9,,03,00,01,030001,30001,030001,03;00;01
"3,0,0",03,00,00,7,,03,00,00,030000,30000,030000,03;00;00
"2,15,15",02,15,15,71,,02,15,15,021515,21515,021515,02;15;15
"2,15,14",02,15,14,69,,02,15,14,021514,21514,021514,02;15;14
"2,15,13",02,15,13,67,,02,15,13,021513,21513,021513,02;15;13
"2,15,12",02,15,12,64,,02,15,12,021512,21512,021512,02;15;12
"2,15,11",02,15,11,62,,02,15,11,021511,21511,021511,02;15;11
"2,15,10",02,15,10,60,,02,15,10,021510,21510,021510,02;15;10
"2,15,9",02,15,09,58,,02,15,09,021509,21509,021509,02;15;09
"2,15,8",02,15,08,56,,02,15,08,021508,21508,021508,02;15;08
"2,15,7",02,15,07,53,,02,15,07,021507,21507,021507,02;15;07
"2,15,6",02,15,06,51,,02,15,06,021506,21506,021506,02;15;06
"2,15,5",02,15,05,49,,02,15,05,021505,21505,021505,02;15;05
"2,15,4",02,15,04,47,,02,15,04,021504,21504,021504,02;15;04
"2,15,3",02,15,03,44,,02,15,03,021503,21503,021503,02;15;03
"2,15,2",02,15,02,42,,02,15,02,021502,21502,021502,02;15;02
"2,15,1",02,15,01,40,,02,15,01,021501,21501,021501,02;15;01
"2,15,0",02,15,00,38,,02,15,00,021500,21500,021500,02;15;00
"2,14,15",02,14,15,69,,02,14,15,021415,21415,021415,02;14;15
"2,14,14",02,14,14,67,,02,14,14,021414,21414,021414,02;14;14
"2,14,13",02,14,13,64,,02,14,13,021413,21413,021413,02;14;13
"2,14,12",02,14,12,62,,02,14,12,021412,21412,021412,02;14;12
"2,14,11",02,14,11,60,,02,14,11,021411,21411,021411,02;14;11
"2,14,10",02,14,10,58,,02,14,10,021410,21410,021410,02;14;10
"2,14,9",02,14,09,56,,02,14,09,021409,21409,021409,02;14;09
"2,14,8",02,14,08,53,,02,14,08,021408,21408,021408,02;14;08
"2,14,7",02,14,07,51,,02,14,07,021407,21407,021407,02;14;07
"2,14,6",02,14,06,49,,02,14,06,021406,21406,021406,02;14;06
"2,14,5",02,14,05,47,,02,14,05,021405,21405,021405,02;14;05
"2,14,4",02,14,04,44,,02,14,04,021404,21404,021404,02;14;04
"2,14,3",02,14,03,42,,02,14,03,021403,21403,021403,02;14;03
