Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U)
Cyndaquil,,155,?,399,65,6,14,5,55.6,16,16,,,,2020-31-09 04:31,2020-31-09 04:31,5/8/2020,,,0,0,1,0,84.18%,649,95.97%,222600,259,Quilava,,0,64.91%,1438,96.42%,147600,263,Typhlosion,,0
Cyndaquil,,155,?,747,93,13,9,14,80,28,28,,,,2020-30-09 04:30,2020-30-09 04:30,5/8/2020,,,0,0,4,0,65.42%,1417,94.60%,89000,115,Quilava,,0,40.83%,2424,95.55%,41000,161,Typhlosion,,0
Cyndaquil,,155,?,740,95,8,7,15,66.7,29,29,,,,2020-30-09 04:30,2020-30-09 04:30,5/8/2020,4.88kg,0.44m,0,0,1,5000,86.20%,566,96.17%,122000,161,Quilava,,0,70.87%,1194,96.65%,51000,173,Typhlosion,,0
Cyndaquil,,155,?,429,68,10,8,7,55.6,17,17,,,,2020-46-01 12:46,2020-46-01 12:46,4/30/2020,,,0,0,2,0,30.21%,2859,93.83%,8800,133,Typhlosion,,0,,,,,,,,
Totodile,,158,?,546,81,15,7,6,62.2,18,18,,,,2020-40-15 11:40,2020-40-15 11:40,5/15/2020,,,0,0,2,0,18.85%,3324,93.56%,4400,129,Feraligatr,,0,4.69%,3904,93.93%,125400,239,Feraligatr,,0
Totodile,,158,?,519,79,5,6,0,24.4,19,19,,,,2020-39-15 11:39,2020-39-15 11:39,5/15/2020,,,0,0,2,0,18.19%,3351,93.52%,5000,129,Feraligatr,,0,,,,,,,,
Totodile,,158,?,553,86,1,11,7,42.2,20,20,,,,2020-41-15 09:41,2020-41-15 09:41,5/14/2020,,,0,0,2,0,89.30%,439,97.30%,0,125,Feraligatr,,0,,,,,,,,
Totodile,,158,?,634,88,14,7,7,62.2,21,21,,,,5/14/2020 21:05,5/14/2020 21:05,5/14/2020,,,0,0,1,0,10.38%,3671,92.43%,118000,135,Croconaw,,0,18.02%,3358,94.86%,118000,235,Feraligatr,,0
Totodile,,158,?,898,107,14,9,12,77.8,29,29,,,,4/14/2020 21:04,4/14/2020 21:04,5/14/2020,,,0,0,1,0,,,,,,,,,16.85%,3406,94.80%,38000,159,Feraligatr,,0
Totodile,,158,?,417,73,2,1,0,6.7,16,16,,,,3/14/2020 21:03,3/14/2020 21:03,5/14/2020,,,0,0,1,0,81.49%,759,96.70%,22600,145,Feraligatr,,0,20.61%,3252,94.98%,232600,374,Feraligatr,,0
Totodile,,158,?,858,105,11,6,9,57.8,29,29,,,,2/14/2020 11:02,2/14/2020 11:02,5/13/2020,,,0,0,1,0,17.97%,3360,92.97%,72000,97,Croconaw,,0,36.63%,2596,95.63%,65000,189,Feraligatr,,0
Totodile,,158,?,930,109,15,13,15,95.6,29,29,,,,2/14/2020 11:02,2/14/2020 11:02,5/13/2020,,,0,0,1,0,44.18%,2287,94.37%,20000,41,Croconaw,,0,52.16%,1960,96.22%,26000,147,Feraligatr,,0
Totodile,,158,?,565,86,2,14,7,51.1,20,20,,,,7/13/2020 13:07,7/13/2020 13:07,5/13/2020,,,0,0,1,0,85.05%,613,96.81%,178000,207,Croconaw,,0,94.63%,221,98.38%,161000,285,Feraligatr,,0
Totodile,,158,?,645,93,15,3,15,73.3,21,21,,,,6/13/2020 13:06,6/13/2020 13:06,5/13/2020,,,0,0,1,0,12.11%,3600,92.57%,104000,119,Croconaw,,0,18.12%,3354,94.86%,104000,219,Feraligatr,,0
Totodile,,158,?,540,81,8,7,3,40,19,19,,,,6/13/2020 13:06,6/13/2020 13:06,5/13/2020,,,0,0,2,0,10.65%,3660,92.97%,2500,127,Feraligatr,,0,,,,,,,,
Totodile,,158,?,578,88,4,4,7,33.3,21,21,,,,4/13/2020 13:04,4/13/2020 13:04,5/11/2020,7.69kg,0.59m,0,0,1,3000,61.83%,1564,95.27%,200000,239,Croconaw,,0,72.75%,1117,97.06%,173000,303,Feraligatr,,0
Totodile,,158,?,834,97,15,14,3,71.1,27,27,,,,2020-45-10 13:45,2020-45-10 13:45,5/10/2020,,,0,0,1,0,,,,,,,,,13.89%,3527,94.64%,62000,181,Feraligatr,,0
Totodile,,158,?,577,85,8,8,6,48.9,20,20,,,,2020-19-09 16:19,2020-19-09 16:19,5/9/2020,,,0,0,1,0,49.16%,2083,94.60%,161000,185,Croconaw,,0,33.97%,2705,95.52%,145000,265,Feraligatr,,0
Totodile,,158,?,524,83,11,11,15,82.2,17,17,,,,2020-19-09 16:19,2020-19-09 16:19,5/9/2020,,,0,0,2,0,33.63%,2719,94.37%,6600,131,Feraligatr,,0,,,,,,,,
Totodile,,158,?,484,75,13,1,0,31.1,17,17,,,,2020-19-09 16:19,2020-19-09 16:19,5/9/2020,,,0,0,1,0,3.44%,3955,91.54%,191800,219,Croconaw,,0,0.02%,4095,92.54%,166800,287,Feraligatr,,0
Totodile,,158,?,833,100,5,10,0,33.3,30,30,,,,2020-30-09 04:30,2020-30-09 04:30,5/8/2020,,,0,0,1,0,,,,,,,,,47.86%,2136,96.06%,94000,229,Feraligatr,,0
Croconaw,,159,?,693,91,6,14,14,75.6,15,15,,,,1/25/2020 23:01,1/25/2020 23:01,1/10/2020,,,0,0,0,0,88.79%,460,97.12%,151400,142,Croconaw,,0,94.33%,233,98.36%,144400,234,Feraligatr,,0
Sentret,,161,?,505,94,10,6,14,66.7,34,34,,,,2020-19-09 16:19,2020-19-09 16:19,5/9/2020,,,0,0,1,0,75.90%,988,84.14%,102000,134,Sentret,,0,75.21%,1016,90.16%,102000,159,Furret,,0
Furret,,162,?,1359,145,14,12,8,75.6,28,28,Sucker Punch,Brick Break,,2020-53-26 07:53,2020-53-26 07:53,4/14/2020,25.53kg,1.63m,0,0,1,4500,25.40%,3056,93.73%,35000,30,Furret,,0,92.92%,291,93.78%,169000,198,Furret,,0
Hoothoot,,163,?,381,109,1,14,13,62.2,24,24,,,,2020-48-01 12:48,2020-48-01 12:48,4/29/2020,,,0,0,0,0,99.34%,28,98.83%,36500,82,Noctowl,,0,67.84%,1318,90.24%,201000,276,Noctowl,,0
Noctowl,,164,?,1264,147,10,15,6,68.9,23,23,,,,5/13/2020 13:05,5/13/2020 13:05,5/13/2020,,,0,0,4,0,46.79%,2180,94.66%,30000,26,Noctowl,,0,87.84%,499,93.29%,208000,232,Noctowl,,0
Noctowl,,164,?,1238,149,12,13,14,86.7,22,22,Wing Attack,Night Shade,,2020-38-28 14:38,2020-38-28 14:38,4/14/2020,28.75kg,1.6m,0,0,4,3000,60.51%,1618,95.33%,32000,28,Noctowl,,0,97.63%,98,96.46%,214000,238,Noctowl,,0
Spinarak,,167,?,634,93,10,10,8,62.2,30,30,,,,2020-39-15 11:39,2020-39-15 11:39,5/15/2020,,,0,0,1,0,35.53%,2641,94.33%,34000,82,Ariados,,0,76.75%,953,90.48%,150000,232,Ariados,,0
Spinarak,,167,?,512,83,11,10,8,64.4,24,24,Bug Bite,Cross Poison,,2020-45-05 10:45,2020-45-05 10:45,4/5/2020,,,0,0,0,0,31.38%,2811,94.13%,79000,120,Ariados,,0,80.05%,818,91.01%,201000,276,Ariados,,0
Chinchou,,170,?,612,119,9,0,9,40,22,22,,,,2020-47-01 12:47,2020-47-01 12:47,4/29/2020,,,0,0,0,0,16.48%,3421,92.84%,40500,86,Lanturn,,0,21.61%,3211,84.83%,214000,288,Lanturn,,0
Chinchou,,170,?,617,123,1,6,11,40,23,23,Spark,Water Pulse,,2020-16-28 19:16,2020-16-28 19:16,3/16/2020,12.47kg,0.48m,0,0,1,3500,90.11%,406,97.21%,43500,88,Lanturn,,0,21.20%,3228,84.74%,208000,282,Lanturn,,0
Natu,,177,?,642,84,6,0,9,33.3,24,24,,,,2020-46-01 12:46,2020-46-01 12:46,4/30/2020,,,0,0,0,0,34.60%,2679,94.12%,19000,66,Xatu,,0,14.87%,3487,83.64%,201000,276,Xatu,,0
Xatu,,178,?,1450,116,8,5,12,55.6,25,25,Feint Attack,Ominous Wind,,2020-40-15 11:40,2020-40-15 11:40,5/15/2020,,,0,0,0,0,45.42%,2236,94.62%,4000,3,Xatu,,0,61.83%,1564,89.32%,194000,220,Xatu,,0
Mareep,,179,?,685,102,9,12,1,48.9,27,27,,,,4/14/2020 21:04,4/14/2020 21:04,5/14/2020,,,0,0,1,0,57.00%,1762,88.55%,178000,231,Flaaffy,,0,50.65%,2022,96.25%,98000,223,Ampharos,,0
Mareep,,179,?,370,79,11,9,14,75.6,14,14,,,,2020-51-01 12:51,2020-51-01 12:51,4/27/2020,,,0,0,1,0,72.31%,1135,96.25%,19600,145,Ampharos,,0,61.93%,1560,96.68%,140600,255,Ampharos,,0
Flaaffy,,180,?,887,113,4,10,5,42.2,23,23,,,,2/25/2020 23:02,2/25/2020 23:02,4/12/2020,,,0,0,0,0,38.73%,2510,86.12%,208000,232,Flaaffy,,0,65.45%,1416,96.82%,144000,244,Ampharos,,0
Flaaffy,,180,?,844,112,7,11,11,64.4,21,21,,,,2/25/2020 23:02,2/25/2020 23:02,4/10/2020,,,0,0,1,0,78.53%,880,91.78%,220000,244,Flaaffy,,0,67.96%,1313,96.92%,125000,218,Ampharos,,0
Ampharos,,181,?,1665,132,12,14,10,80,21,21,Volt Switch,Thunder Punch,,2020-37-28 19:37,2020-37-28 19:37,2/16/2020,45.42kg,1.33m,0,0,0,3000,,,,,,,,,61.76%,1567,96.67%,104000,94,Ampharos,,0
Sudowoodo,,185,?,1621,129,12,13,15,88.9,27,27,,,,2020-34-14 21:34,2020-34-14 21:34,5/14/2020,,,0,0,1,0,,,,,,,,,98.85%,48,97.32%,178000,206,Sudowoodo,,0
Sudowoodo,,185,?,1712,129,6,12,4,48.9,31,31,Counter,Rock Slide,,5/13/2020 13:05,5/13/2020 13:05,5/13/2020,,,0,0,0,0,,,,,,,,,49.72%,2060,88.47%,140000,174,Sudowoodo,,0
Sudowoodo,,185,?,903,94,15,13,10,84.4,15,15,,,,2020-32-09 04:32,2020-32-09 04:32,5/8/2020,,,0,0,0,0,14.77%,3491,92.95%,48900,45,Sudowoodo,,0,97.39%,108,96.26%,246400,268,Sudowoodo,,0
Sudowoodo,,185,?,1453,120,11,10,8,64.4,25,25,Counter,Stone Edge,,5/25/2020 23:05,5/25/2020 23:05,4/1/2020,45.77kg,1.35m,0,0,3,4000,31.33%,2813,93.89%,4000,3,Sudowoodo,,0,79.93%,823,92.00%,194000,220,Sudowoodo,,0
Sudowoodo,,185,?,1461,122,11,8,12,68.9,25,25,Counter,Stone Edge,,9/6/2020 16:09,9/6/2020 16:09,4/6/2020,25.52kg,1.14m,0,0,3,4000,58.10%,1717,95.18%,4000,3,Sudowoodo,,0,85.69%,587,92.94%,194000,220,Sudowoodo,,0
Sudowoodo,,185,?,1456,124,8,10,15,73.3,25,25,Counter,Stone Edge,,2020-00-06 08:00,2020-00-06 08:00,4/6/2020,,,0,0,3,0,75.65%,998,96.12%,4000,3,Sudowoodo,,0,89.35%,437,93.64%,194000,220,Sudowoodo,,0
Sudowoodo,,185,?,1203,114,8,4,15,60,21,21,Rock Throw,Stone Edge,,2020-27-28 19:27,2020-27-28 19:27,3/8/2020,32.34kg,1.24m,0,0,0,3000,66.01%,1393,95.60%,34000,30,Sudowoodo,,0,69.47%,1251,90.62%,220000,244,Sudowoodo,,0
Sudowoodo,,185,?,1010,99,14,12,8,75.6,17,17,Rock Throw,Stone Edge,,2020-19-28 19:19,2020-19-28 19:19,3/12/2020,32.99kg,1.17m,0,0,0,2200,29.55%,2886,93.82%,44800,40,Sudowoodo,,0,92.87%,293,94.56%,238800,260,Sudowoodo,,0
Skiploom,,188,?,686,104,12,14,8,75.6,26,26,Tackle,Energy Ball,,2020-39-28 14:39,2020-39-28 14:39,3/17/2020,0.85kg,0.58m,0,0,0,4000,85.15%,609,96.21%,130000,236,Jumpluff,,0,92.63%,303,94.09%,186000,314,Jumpluff,,0
Aipom,,190,?,1077,118,7,7,15,64.4,31,31,Astonish,Aerial Ace,,2020-26-01 19:26,2020-26-01 19:26,4/30/2020,,,0,0,1,0,76.34%,970,88.74%,140000,174,Aipom,,0,75.24%,1015,91.48%,140000,274,Ambipom,,0
Aipom,,190,?,817,99,9,9,10,62.2,23,23,,,,2020-25-01 19:25,2020-25-01 19:25,5/1/2020,,,0,0,2,0,79.44%,843,96.39%,0,100,Ambipom,,0,72.50%,1127,91.15%,208000,332,Ambipom,,0
Aipom,,190,?,808,101,6,2,9,37.8,24,24,Astonish,Low Sweep,,2020-27-03 19:27,2020-27-03 19:27,4/3/2020,16.59kg,0.93m,0,0,2,3500,75.73%,995,96.15%,0,100,Ambipom,,0,24.20%,3105,85.73%,201000,326,Ambipom,,0
Sunkern,,191,?,258,78,13,7,15,77.8,25,25,,,,2020-40-15 11:40,2020-40-15 11:40,5/15/2020,,,0,0,2,0,11.89%,3609,92.73%,0,50,Sunflora,,0,90.35%,396,93.72%,194000,270,Sunflora,,0
Sunkern,,191,?,223,71,5,10,5,44.4,25,25,,,,2020-57-09 11:57,2020-57-09 11:57,5/9/2020,,,0,0,1,0,35.19%,2655,94.09%,12000,60,Sunflora,,0,41.20%,2409,87.06%,194000,270,Sunflora,,0
Sunkern,,191,?,204,71,5,7,9,46.7,23,23,,,,2020-32-09 04:32,2020-32-09 04:32,5/8/2020,,,0,0,1,0,40.17%,2451,94.32%,26000,72,Sunflora,,0,45.91%,2216,87.60%,208000,282,Sunflora,,0
Sunflora,,192,?,1495,126,8,15,5,62.2,26,26,Razor Leaf,Sludge Bomb,,5/13/2020 22:05,5/13/2020 22:05,2/18/2020,,,0,0,0,0,79.41%,844,96.24%,0,0,Sunflora,,0,,,,,,,,
Yanma,,193,?,819,103,15,12,11,84.4,20,20,,,,2020-41-17 15:41,2020-41-17 15:41,5/17/2020,,,0,0,1,0,97.14%,118,95.16%,225000,248,Yanma,,0,60.95%,1600,96.31%,80000,170,Yanmega,,0
Yanma,,193,?,806,103,10,15,11,80,20,20,,,,2020-59-10 21:59,2020-59-10 21:59,5/10/2020,,,0,0,1,0,96.83%,131,94.96%,225000,248,Yanma,,0,74.16%,1059,96.83%,85000,174,Yanmega,,0
Yanma,,193,?,1062,115,13,11,3,60,27,27,,,,2020-30-09 04:30,2020-30-09 04:30,5/8/2020,,,0,0,1,0,75.73%,995,89.07%,178000,206,Yanma,,0,9.62%,3702,94.18%,50000,144,Yanmega,,0
Yanma,,193,?,1030,113,11,9,0,44.4,27,27,Wing Attack,Silver Wind,,2020-53-01 12:53,2020-53-01 12:53,4/26/2020,51.11kg,1.29m,0,0,1,4500,44.05%,2292,84.35%,178000,206,Yanma,,0,15.38%,3466,94.52%,69000,164,Yanmega,,0
Yanma,,193,?,1014,118,7,12,11,66.7,26,26,Wing Attack,Ancient Power,,2020-59-26 07:59,2020-59-26 07:59,3/29/2020,39.91kg,1.19m,0,0,0,4000,83.96%,658,90.66%,186000,214,Yanma,,0,87.37%,518,97.50%,64000,158,Yanmega,,0
Wooper,,194,?,285,87,6,12,8,57.8,18,18,Mud Shot,Body Slam,,2020-56-28 19:56,2020-56-28 19:56,1/7/2020,8.53kg,0.4m,0,0,0,2200,83.10%,693,96.57%,69900,112,Quagsire,,0,69.99%,1230,90.26%,234400,306,Quagsire,,0
Umbreon,,197,?,1164,132,12,12,6,66.7,20,20,,,,9/14/2020 21:09,9/14/2020 21:09,5/14/2020,,,0,0,0,0,22.83%,3161,92.88%,35000,31,Umbreon,,0,83.49%,677,93.00%,225000,248,Umbreon,,0
Murkrow,,198,?,652,89,4,2,7,28.9,17,17,,,,5/14/2020 21:05,5/14/2020 21:05,5/14/2020,,,0,0,1,0,27.55%,2968,93.55%,21800,119,Honchkrow,,0,10.74%,3656,90.45%,238800,360,Honchkrow,,0
Murkrow,,198,?,803,95,13,10,9,71.1,19,19,,,,7/13/2020 13:07,7/13/2020 13:07,5/13/2020,1.97kg,0.48m,0,0,2,2500,43.91%,2298,94.35%,5000,104,Honchkrow,,0,,,,,,,,
Murkrow,,198,?,727,89,12,14,8,75.6,17,17,,,,2020-53-01 12:53,2020-53-01 12:53,4/26/2020,,,0,0,1,0,26.47%,3012,93.51%,11300,110,Honchkrow,,0,,,,,,,,
Murkrow,,198,?,819,93,12,9,2,51.1,20,20,,,,12/25/2020 23:12,12/25/2020 23:12,4/25/2020,,,0,0,2,0,38.68%,2512,94.11%,2500,102,Honchkrow,,0,,,,,,,,
Murkrow,,198,?,848,98,15,15,15,100,19,19,Feint Attack,Dark Pulse,,2/25/2020 23:02,2/25/2020 23:02,3/29/2020,2.51kg,0.58m,0,0,2,2500,43.42%,2318,94.33%,0,100,Honchkrow,,0,,,,,,,,
Murkrow,,198,?,767,92,15,10,8,73.3,18,18,Peck,Dark Pulse,,11/6/2020 16:11,11/6/2020 16:11,4/6/2020,2.04kg,0.53m,0,0,1,2200,60.10%,1635,95.09%,9400,108,Honchkrow,,0,,,,,,,,
Misdreavus,,200,?,959,92,7,0,0,15.6,20,20,,,,2020-40-15 11:40,2020-40-15 11:40,5/15/2020,,,0,0,1,0,27.13%,2985,93.42%,14000,113,Mismagius,,0,1.68%,4027,85.06%,225000,348,Mismagius,,0
Misdreavus,,200,?,1531,118,9,9,7,55.6,30,30,,,,2020-40-15 11:40,2020-40-15 11:40,5/15/2020,,,0,0,1,0,,,,,,,,,63.74%,1486,94.40%,150000,282,Mismagius,,0
Misdreavus,,200,?,1219,108,4,13,11,62.2,24,24,,,,2020-39-15 11:39,2020-39-15 11:39,5/15/2020,,,0,0,1,0,96.46%,146,98.13%,46000,40,Misdreavus,,0,84.81%,623,96.35%,201000,326,Mismagius,,0
Misdreavus,,200,?,1382,111,7,15,6,62.2,27,27,Hex,Ominous Wind,,5/14/2020 21:05,5/14/2020 21:05,5/14/2020,,,0,0,1,0,53.77%,1894,95.19%,18000,16,Misdreavus,,0,76.92%,946,95.65%,178000,306,Mismagius,,0
Misdreavus,,200,?,1265,109,10,12,13,77.8,24,24,,,,2/14/2020 11:02,2/14/2020 11:02,5/13/2020,,,0,0,1,0,35.43%,2645,94.23%,32000,28,Misdreavus,,0,92.45%,310,97.13%,181000,296,Mismagius,,0
Misdreavus,,200,?,1523,121,12,6,14,71.1,29,29,,,,2020-40-13 21:40,2020-40-13 21:40,5/13/2020,,,0,0,1,0,,,,,,,,,92.97%,289,97.21%,150000,275,Mismagius,,0
Misdreavus,,200,?,1135,104,14,11,15,88.9,21,21,,,,2020-18-09 19:18,2020-18-09 19:18,5/9/2020,,,0,0,1,0,47.77%,2140,94.87%,46500,42,Misdreavus,,0,83.98%,657,96.25%,173000,278,Mismagius,,0
Misdreavus,,200,?,1012,95,7,12,5,53.3,20,20,,,,2020-31-09 04:31,2020-31-09 04:31,5/8/2020,,,0,0,2,0,80.22%,811,95.97%,8000,107,Mismagius,,0,55.26%,1833,93.49%,225000,348,Mismagius,,0
Misdreavus,,200,?,929,90,5,9,1,33.3,19,19,Hex,Shadow Sneak,,1/26/2020 8:01,1/26/2020 8:01,3/19/2020,0.67kg,0.69m,0,0,1,2500,59.22%,1671,95.45%,90000,78,Misdreavus,,0,16.90%,3404,89.06%,230000,352,Mismagius,,0
Misdreavus,,200,?,930,95,7,11,13,68.9,18,18,Astonish,Dark Pulse,,1/26/2020 8:01,1/26/2020 8:01,3/10/2020,1.47kg,0.88m,0,0,1,2200,84.96%,617,96.98%,74400,66,Misdreavus,,0,94.80%,214,97.45%,234400,356,Mismagius,,0
Wobbuffet,,202,?,560,236,12,14,14,88.9,20,20,Charm,Mirror Coat,,11/6/2020 16:11,11/6/2020 16:11,4/6/2020,20.26kg,1.13m,0,0,0,2500,96.39%,149,94.90%,225000,248,Wobbuffet,,0,96.39%,149,94.90%,225000,248,Wobbuffet,,0
Girafarig,,203,?,599,78,8,12,6,57.8,11,11,Confusion,Mirror Coat,,2020-58-31 06:58,2020-58-31 06:58,3/29/2020,50.95kg,1.57m,0,0,0,1300,75.95%,986,95.82%,84500,82,Girafarig,,0,69.43%,1253,89.99%,258000,284,Girafarig,,0
Pineco,,204,?,612,87,13,15,10,84.4,20,20,,,,2020-39-17 15:39,2020-39-17 15:39,5/17/2020,,,0,0,1,0,58.83%,1687,95.41%,20500,69,Forretress,,0,96.78%,133,96.30%,225000,298,Forretress,,0
Pineco,,204,?,592,89,5,11,10,57.8,21,21,,,,2020-31-09 04:31,2020-31-09 04:31,5/8/2020,,,0,0,1,0,59.76%,1649,95.44%,22500,71,Forretress,,0,60.90%,1602,90.20%,220000,294,Forretress,,0
Dunsparce,,206,?,1475,171,14,15,4,73.3,33,33,Astonish,Drill Run,,2020-40-15 11:40,2020-40-15 11:40,5/15/2020,,,0,0,0,0,52.87%,1931,94.29%,14000,16,Dunsparce,,0,94.53%,225,94.59%,116000,150,Dunsparce,,0
Dunsparce,,206,?,1423,171,15,7,5,60,32,32,Astonish,Dig,,2020-40-15 11:40,2020-40-15 11:40,5/15/2020,,,0,0,1,0,14.97%,3483,92.08%,40000,44,Dunsparce,,0,75.80%,992,90.41%,128000,162,Dunsparce,,0
Dunsparce,,206,?,1484,179,13,9,13,77.8,34,34,Astonish,Dig,,2/14/2020 11:02,2/14/2020 11:02,5/13/2020,,,0,0,0,0,48.13%,2125,94.07%,7000,8,Dunsparce,,0,92.84%,294,93.99%,102000,134,Dunsparce,,0
Dunsparce,,206,?,1502,179,10,15,11,80,35,35,Astonish,Rock Slide,,1/10/2020 22:01,1/10/2020 22:01,5/10/2020,19.39kg,1.7m,0,0,1,8000,,,,,,,,,95.65%,179,95.04%,88000,118,Dunsparce,,0
Gligar,,207,?,1027,106,12,10,15,82.2,20,20,Wing Attack,Dig,,2020-36-18 13:36,2020-36-18 13:36,5/18/2020,,,0,0,2,0,86.98%,534,97.08%,0,100,Gliscor,,0,72.38%,1132,95.94%,161000,260,Gliscor,,0
Gligar,,207,?,1008,103,10,12,11,73.3,20,20,Wing Attack,Dig,,2020-39-28 19:39,2020-35-11 13:35,2/8/2020,53.92kg,1.03m,0,0,2,2500,35.60%,2638,94.44%,0,100,Gliscor,,0,,,,,,,,
Snubbull,,209,?,737,104,5,7,5,37.8,24,24,,,,2020-30-15 13:30,2020-30-15 13:30,5/15/2020,,,0,0,1,0,30.40%,2851,80.82%,201000,226,Snubbull,,0,29.26%,2898,88.17%,201000,276,Granbull,,0
Snubbull,,209,?,520,86,13,15,13,91.1,15,15,,,,2020-19-09 16:19,2020-19-09 16:19,5/9/2020,,,0,0,1,0,52.77%,1935,94.62%,23900,72,Granbull,,0,99.88%,6,99.48%,236400,303,Granbull,,0
Snubbull,,209,?,510,87,10,14,15,86.7,15,15,,,,2020-19-09 16:19,2020-19-09 16:19,5/9/2020,,,0,0,1,0,86.37%,559,96.41%,26400,74,Granbull,,0,99.78%,10,99.32%,246400,318,Granbull,,0
Snubbull,,209,?,522,86,14,15,12,91.1,15,15,Bite,Dazzling Gleam,,11/28/2020 19:11,11/28/2020 19:11,3/19/2020,8.88kg,0.67m,0,0,1,1900,46.40%,2196,94.33%,23900,72,Granbull,,0,,,,,,,,
Granbull,,210,?,1053,113,4,6,6,35.6,16,16,Bite,Close Combat,,2020-58-26 07:58,2020-58-26 07:58,3/19/2020,41.71kg,1.31m,0,0,1,1900,44.88%,2258,94.26%,31600,29,Granbull,,0,25.18%,3065,87.65%,242600,264,Granbull,,0
Qwilfish,,211,?,369,60,4,11,11,57.8,7,7,Poison Sting,Acid Spray,,2020-26-28 19:26,2020-26-28 19:26,3/9/2020,7.07kg,0.66m,0,0,0,800,79.17%,854,96.49%,91700,90,Qwilfish,,0,70.31%,1217,90.03%,265200,292,Qwilfish,,0
Shuckle,,213,?,148,49,11,15,11,82.2,15,15,,,,2020-32-09 04:32,2020-32-09 04:32,5/8/2020,,,0,0,0,0,81.49%,759,83.07%,246400,268,Shuckle,,0,81.49%,759,83.07%,246400,268,Shuckle,,0
Shuckle,,213,?,81,34,13,5,7,55.6,8,8,Struggle Bug,Rock Blast,,2020-57-28 19:57,2020-57-28 19:57,1/6/2020,15.08kg,0.54m,0,0,4,800,82.15%,732,83.36%,263600,290,Shuckle,,0,82.15%,732,83.36%,263600,290,Shuckle,,0
Shuckle,,213,?,116,43,11,7,9,60,12,12,Rock Throw,Stone Edge,,2020-42-28 19:42,2020-42-28 19:42,1/27/2020,22.62kg,0.62m,0,0,4,1300,75.51%,1004,80.37%,255400,280,Shuckle,,0,75.51%,1004,80.37%,255400,280,Shuckle,,0
Sneasel,,215,?,1139,94,15,15,14,97.8,19.5,19.5,Ice Shard,Avalanche,,4/25/2020 23:04,4/25/2020 23:04,3/1/2020,25.1kg,0.87m,0,0,0,2500,54.51%,1864,95.11%,37500,33,Sneasel,,0,46.32%,2199,95.55%,67500,160,Weavile,,0
Sneasel,,215,?,950,88,8,12,14,75.6,17,17,Feint Attack,Foul Play,,2020-27-28 19:27,2020-27-28 19:27,3/6/2020,25.7kg,0.83m,0,0,2,2200,,,,,,,,,90.70%,382,97.55%,93800,182,Weavile,,0
Sneasel,,215,?,1254,100,5,12,11,62.2,23,23,Ice Shard,Ice Punch,,2020-27-28 19:27,2020-27-28 19:27,3/7/2020,32.03kg,0.92m,0,0,0,3500,93.46%,269,97.52%,34500,30,Sneasel,,0,,,,,,,,
Teddiursa,,216,?,1062,124,4,10,13,60,32,32,,,,5/14/2020 21:05,5/14/2020 21:05,5/14/2020,,,0,0,1,0,69.45%,1252,87.36%,128000,162,Teddiursa,,0,76.04%,982,97.13%,12000,62,Ursaring,,0
Teddiursa,,216,?,1068,121,5,13,8,57.8,32,32,,,,9/13/2020 13:09,9/13/2020 13:09,5/13/2020,,,0,0,2,0,71.94%,1150,87.78%,128000,162,Teddiursa,,0,85.67%,588,97.62%,12000,62,Ursaring,,0
Teddiursa,,216,?,512,84,3,14,8,55.6,15,15,,,,2020-41-28 19:41,2020-41-28 19:41,1/28/2020,3.55kg,0.51m,0,0,1,1900,97.92%,86,98.13%,16400,66,Ursaring,,0,93.41%,271,98.19%,137400,176,Ursaring,,0
Ursaring,,217,?,1436,122,11,7,10,62.2,18,18,Metal Claw,Play Rough,,6/13/2020 13:06,6/13/2020 13:06,5/13/2020,,,0,0,3,0,26.28%,3020,93.62%,2200,2,Ursaring,,0,,,,,,,,
Slugma,,218,?,268,59,11,13,14,84.4,11,11,Ember,Flame Burst,,2020-43-28 19:43,2020-43-28 19:43,1/25/2020,44.1kg,0.75m,0,0,0,1300,61.39%,1582,94.87%,149000,192,Magcargo,,0,97.58%,100,95.65%,258000,334,Magcargo,,0
Swinub,,220,?,433,100,0,0,8,17.8,27,27,,,,2020-41-15 11:41,2020-41-15 11:41,5/15/2020,,,0,0,1,0,1.32%,4042,66.89%,178000,206,Swinub,,0,67.13%,1347,96.07%,23000,145,Mamoswine,,0
Swinub,,220,?,431,98,7,3,13,51.1,24,24,,,,2020-39-15 11:39,2020-39-15 11:39,5/15/2020,,,0,0,2,0,24.91%,3076,93.77%,0,25,Piloswine,,0,43.71%,2306,95.17%,32000,153,Mamoswine,,0
Swinub,,220,?,474,98,8,2,5,33.3,27,27,,,,4/14/2020 21:04,4/14/2020 21:04,5/14/2020,,,0,0,2,0,17.53%,3378,73.63%,178000,206,Swinub,,0,26.03%,3030,94.45%,13500,137,Mamoswine,,0
