Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
1846,Ferroseed,,597,♂,523,82,14,14,11,86.7,20.0,20.0,,,,"2020-05-17 12:55","2020-05-17 12:55",5/17/2020,,,0,0,1,0,55.68%,1816,95.07%,17000,66,Ferrothorn,,0,98.58%,59,97.06%,225000,298,Ferrothorn,,0,,,,,,,,,
1847,Kadabra,,64,♂,1493,85,4,12,0,35.6,28.5,28.5,Confusion,Dazzling Gleam,,"2020-05-17 12:24","2020-05-01 16:54",5/1/2020,,,0,0,5,0,62.17%,1550,95.09%,0,0,Kadabra,,0,,,,,,,,,,,,,,,,,G
1848,Treecko,,252,♂,539,74,9,2,2,28.9,21.0,21.0,,,,"2020-05-17 09:42","2020-05-17 09:42",5/17/2020,,,0,0,2,0,45.69%,2225,94.45%,0,125,Sceptile,,0,,,,,,,,,,,,,,,,,G
1849,Gengar,,94,♀,1463,98,4,7,15,57.8,19.0,19.0,Shadow Claw,Focus Blast,,"2020-05-17 08:48","2020-05-04 18:45",5/4/2020,,,0,0,5,0,36.56%,2599,94.30%,0,0,Gengar,Normal,0,,,,,,,,,,,,,,,,,G
1850,Alakazam,,65,♂,1279,81,15,11,11,82.2,15.0,15.0,Psycho Cut,Future Sight,,"2020-05-17 08:20","2020-05-05 13:35",5/5/2020,,,0,0,0,0,65.10%,1430,95.59%,9800,10,Alakazam,,0,14.95%,3484,94.44%,86400,78,Alakazam,,0,,,,,,,,,
1851,Alakazam,,65,♂,1748,96,13,5,11,64.4,21.0,21.0,Confusion,Shadow Ball,,"2020-05-17 08:20","2020-04-25 23:11",4/25/2020,80.35kg,2.04m,0,0,0,3000,,,,,,,,,37.73%,2551,95.42%,70000,62,Alakazam,,0,,,,,,,,,
1852,Alakazam,,65,♂,1749,96,6,14,11,68.9,21.0,21.0,Confusion,Shadow Ball,,"2020-05-17 08:19","2020-05-17 08:19",4/25/2020,,,0,0,0,0,,,,,,,,,92.60%,304,97.93%,70000,62,Alakazam,,0,,,,,,,,,
1853,Alakazam,,65,♂,1860,96,12,4,4,44.4,23.0,23.0,Confusion,Shadow Ball,,"2020-05-17 08:19","2020-04-28 14:28",4/25/2020,,,0,0,0,0,,,,,,,,,13.21%,3555,94.34%,74000,64,Alakazam,,0,,,,,,,,,
1854,Venomoth,,49,♂,1491,122,9,11,4,53.3,27.0,27.0,Infestation,Bug Buzz,,"2020-05-17 08:00","2020-05-17 08:00",5/2/2020,,,0,0,5,0,57.17%,1755,94.80%,0,0,Venomoth,,0,,,,,,,,,,,,,,,,,G
1855,Squirtle,,7,♂,492,81,11,5,10,57.8,20.0,20.0,,,,"2020-05-17 07:46","2020-05-17 07:46",5/7/2020,,,0,0,1,0,56.87%,1767,95.05%,14000,138,Blastoise,Normal,0,68.86%,1276,91.11%,225000,373,Blastoise,Normal,0,16.51%,3420,89.63%,0,0,Squirtle,,0,
1856,Poochyena,,261,♂,448,86,5,7,14,57.8,27.0,27.0,,,,"2020-05-17 07:39","2020-05-17 07:39",5/17/2020,,,0,0,1,0,70.01%,1229,96.26%,23000,70,Mightyena,,0,61.98%,1558,88.87%,178000,256,Mightyena,,0,78.71%,873,94.13%,28000,24,Poochyena,,0,
1857,Panpour,,515,♂,596,95,10,15,12,82.2,23.0,23.0,,,,"2020-05-16 18:40","2020-05-16 18:40",5/16/2020,,,0,0,2,0,92.28%,317,97.22%,0,50,Simipour,,0,97.48%,104,96.47%,208000,282,Simipour,,0,,,,,,,,,
1858,Slakoth,,287,♂,787,116,12,9,4,55.6,30.0,30.0,,,,"2020-05-16 09:33","2020-05-15 20:10",5/15/2020,,,0,0,1,0,67.77%,1321,85.83%,150000,182,Slakoth,,0,65.86%,1399,89.34%,150000,207,Vigoroth,,0,,,,,,,,,
1859,Mudkip,,258,♂,570,82,15,0,1,35.6,20.0,20.0,,,,"2020-05-16 09:33","2020-05-15 20:08",5/15/2020,,,0,0,1,0,0.20%,4088,90.79%,130000,147,Marshtomp,,0,0.32%,4083,92.99%,109000,223,Swampert,,0,,,,,,,,,
1860,Aron,,304,♂,588,80,8,13,10,68.9,17.0,17.0,,,,"2020-05-15 20:33","2020-05-15 20:33",5/15/2020,,,0,0,2,0,42.98%,2336,94.53%,4400,129,Aggron,,0,,,,,,,,,,,,,,,,,G
1861,Lairon,,305,♂,849,86,11,13,12,80.0,15.0,15.0,,,,"2020-05-15 20:32","2020-05-15 20:32",5/15/2020,,,0,0,4,0,86.23%,565,96.84%,12000,112,Aggron,,0,,,,,,,,,,,,,,,,,G
1862,Aron,,304,♂,557,79,10,8,12,66.7,16.0,16.0,,,,"2020-05-15 20:32","2020-05-15 20:32",5/15/2020,,,0,0,1,0,44.30%,2282,94.59%,8200,133,Aggron,,0,,,,,,,,,,,,,,,,,G
1863,Mudkip,,258,♂,450,76,6,6,7,42.2,16.0,16.0,,,,"2020-05-15 20:32","2020-05-15 20:32",5/15/2020,,,0,0,1,0,69.08%,1267,95.69%,12600,137,Swampert,,0,41.10%,2413,95.78%,133600,247,Swampert,,0,44.84%,2260,92.31%,6000,6,Mudkip,,0,
1864,Cherrim,,421,♀,1499,125,13,12,10,77.8,26.5,26.5,Razor Leaf,Dazzling Gleam,,"2020-05-15 20:07","2020-03-17 09:32",3/17/2020,8.07kg,0.47m,0,0,5,0,69.60%,1246,95.90%,0,0,Cherrim,,0,,,,,,,,,,,,,,,,,G
1865,Machop,,66,♂,494,95,12,1,13,57.8,15.0,15.0,,,,"2020-05-15 13:31","2020-05-15 13:31",5/15/2020,,,0,0,1,0,25.15%,3066,93.84%,12000,137,Machamp,,0,23.30%,3142,94.70%,101400,215,Machamp,,0,18.39%,3343,90.77%,0,0,Machop,,0,
1866,Chikorita,,152,♂,536,85,6,12,5,51.1,23.0,23.0,,,,"2020-05-15 13:30","2020-05-15 13:30",5/15/2020,,,0,0,5,0,76.70%,955,96.26%,3500,128,Meganium,,0,,,,,,,,,,,,,,,,,G
1867,Snubbull,,209,♂,737,104,5,7,5,37.8,24.0,24.0,,,,"2020-05-15 13:30","2020-05-15 13:30",5/15/2020,,,0,0,1,0,30.40%,2851,80.82%,201000,226,Snubbull,,0,29.26%,2898,88.17%,201000,276,Granbull,,0,,,,,,,,,
1868,Swinub,,220,♂,433,100,0,0,8,17.8,27.0,27.0,,,,"2020-05-15 11:41","2020-05-15 11:41",5/15/2020,,,0,0,1,0,1.32%,4042,66.89%,178000,206,Swinub,,0,67.13%,1347,96.07%,23000,145,Mamoswine,,0,68.84%,1277,93.47%,50000,44,Swinub,,0,
1869,Dunsparce,,206,♀,1475,171,14,15,4,73.3,33.0,33.0,Astonish,Drill Run,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,5,0,52.87%,1931,94.29%,14000,16,Dunsparce,,0,94.53%,225,94.59%,116000,150,Dunsparce,,0,,,,,,,,,
1870,Sunkern,,191,♂,258,78,13,7,15,77.8,25.0,25.0,,,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,2,0,11.89%,3609,92.73%,0,50,Sunflora,,0,90.35%,396,93.72%,194000,270,Sunflora,,0,90.16%,404,86.04%,194000,220,Sunkern,,0,
1871,Dunsparce,,206,♀,1423,171,15,7,5,60.0,32.0,32.0,Astonish,Dig,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,1,0,14.97%,3483,92.08%,40000,44,Dunsparce,,0,75.80%,992,90.41%,128000,162,Dunsparce,,0,,,,,,,,,
1872,Totodile,,158,♂,546,81,15,7,6,62.2,18.0,18.0,,,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,2,0,18.85%,3324,93.56%,4400,129,Feraligatr,,0,4.69%,3904,93.93%,125400,239,Feraligatr,,0,,,,,,,,,
1873,Misdreavus,,200,♀,1531,118,9,9,7,55.6,30.0,30.0,Astonish,Ominous Wind,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,1,0,,,,,,,,,63.74%,1486,94.40%,150000,282,Mismagius,,0,,,,,,,,,
1874,Swinub,,220,♂,431,98,7,3,13,51.1,24.0,24.0,,,,"2020-05-15 11:39","2020-05-15 10:55",5/15/2020,,,0,0,2,0,24.91%,3076,93.77%,0,25,Piloswine,,0,43.71%,2306,95.17%,32000,153,Mamoswine,,0,44.98%,2254,91.51%,27500,24,Swinub,,0,
1875,Totodile,,158,♂,519,79,5,6,0,24.4,19.0,19.0,,,,"2020-05-15 11:39","2020-05-15 10:55",5/15/2020,,,0,0,2,0,18.19%,3351,93.52%,5000,129,Feraligatr,,0,,,,,,,,,,,,,,,,,G
1876,Machop,,66,♀,906,124,12,7,7,57.8,27.0,27.0,,,,"2020-05-15 11:39","2020-05-15 11:39",5/15/2020,,,0,0,1,0,45.03%,2252,94.76%,4500,29,Machoke,,0,17.17%,3393,94.41%,28000,149,Machamp,,0,,,,,,,,,
1877,Totodile,,158,♂,553,86,1,11,7,42.2,20.0,20.0,,,,"2020-05-15 09:41","2020-05-15 09:41",5/14/2020,,,0,0,5,0,89.30%,439,97.30%,0,125,Feraligatr,,0,,,,,,,,,,,,,,,,,G
1878,Machop,,66,♀,604,104,8,9,13,66.7,18.0,18.0,,,,"2020-05-14 22:05","2020-05-14 22:05",5/14/2020,,,0,0,5,0,86.40%,558,96.93%,0,125,Machamp,,0,,,,,,,,,,,,,,,,,G
1879,Machop,,66,♂,632,107,10,5,13,62.2,19.0,19.0,,,,"2020-05-14 22:04","2020-05-14 22:04",5/14/2020,,,0,0,2,0,50.89%,2012,95.01%,56500,75,Machoke,,0,27.35%,2976,94.89%,80000,195,Machamp,,0,,,,,,,,,
1880,Machop,,66,♂,1054,135,8,15,12,77.8,31.0,31.0,,,,"2020-05-14 22:04","2020-05-14 22:04",5/14/2020,,,0,0,2,0,95.95%,167,94.10%,140000,174,Machop,,0,94.92%,209,94.57%,140000,199,Machoke,,0,,,,,,,,,
1881,Machop,,66,♂,1001,131,6,13,8,60.0,30.0,30.0,,,,"2020-05-14 22:04","2020-05-14 22:04",5/14/2020,,,0,0,5,0,,,,,,,,,75.85%,990,96.85%,5000,129,Machamp,,0,,,,,,,,,U
1882,Totodile,,158,♀,634,88,14,7,7,62.2,21.0,21.0,,,,"2020-05-14 21:05","2020-05-14 21:05",5/14/2020,,,0,0,1,0,10.38%,3671,92.43%,118000,135,Croconaw,,0,18.02%,3358,94.86%,118000,235,Feraligatr,,0,,,,,,,,,
1883,Teddiursa,,216,♀,1062,124,4,10,13,60.0,32.0,32.0,,,,"2020-05-14 21:05","2020-05-14 21:05",5/14/2020,,,0,0,2,0,69.45%,1252,87.36%,128000,162,Teddiursa,,0,76.04%,982,97.13%,12000,62,Ursaring,,0,,,,,,,,,
1884,Swinub,,220,♂,474,98,8,2,5,33.3,27.0,27.0,,,,"2020-05-14 21:04","2020-05-14 21:04",5/14/2020,,,0,0,2,0,17.53%,3378,73.63%,178000,206,Swinub,,0,26.03%,3030,94.45%,13500,137,Mamoswine,,0,37.19%,2573,90.89%,13500,12,Swinub,,0,
1885,Totodile,,158,♀,898,107,14,9,12,77.8,29.0,29.0,,,,"2020-05-14 21:04","2020-05-14 21:04",5/14/2020,,,0,0,1,0,,,,,,,,,16.85%,3406,94.80%,38000,159,Feraligatr,,0,,,,,,,,,U
1886,Beldum,,374,,540,77,14,14,10,84.4,20.0,20.0,,,,"2020-05-14 21:04","2020-05-14 21:04",5/14/2020,,,0,0,1,0,,,,,,,,,80.29%,808,96.97%,20500,144,Metagross,,0,,,,,,,,,U
1887,Mareep,,179,♀,685,102,9,12,1,48.9,27.0,27.0,,,,"2020-05-14 21:04","2020-05-14 21:04",5/14/2020,,,0,0,1,0,57.00%,1762,88.55%,178000,231,Flaaffy,,0,50.65%,2022,96.25%,98000,223,Ampharos,Normal,0,,,,,,,,,
1888,Cyndaquil,,155,♂,445,69,7,3,1,24.4,19.0,19.0,,,,"2020-05-14 21:03","2020-05-14 21:03",5/14/2020,,,0,0,2,0,32.65%,2759,93.95%,5000,129,Typhlosion,,0,19.44%,3300,94.68%,174000,299,Typhlosion,,0,10.77%,3655,89.13%,10000,8,Cyndaquil,,0,
1889,Swinub,,220,♀,499,96,12,1,0,28.9,28.0,28.0,,,,"2020-05-14 21:03","2020-05-14 21:03",5/14/2020,,,0,0,1,0,14.51%,3502,72.86%,169000,198,Swinub,,0,5.40%,3875,93.12%,4500,129,Mamoswine,,0,3.64%,3947,87.09%,0,0,Swinub,,0,
1890,Totodile,,158,♀,417,73,2,1,0,6.7,16.0,16.0,,,,"2020-05-14 21:03","2020-05-14 21:03",5/14/2020,,,0,0,1,0,81.49%,759,96.70%,22600,145,Feraligatr,,0,20.61%,3252,94.98%,232600,374,Feraligatr,,0,44.42%,2277,92.13%,12600,12,Totodile,,0,
1891,Eevee,,133,♂,435,82,10,13,14,82.2,15.0,15.0,,,,"2020-05-14 21:01","2020-05-14 08:01",5/14/2020,,,0,0,0,0,96.41%,148,97.79%,7600,33,Espeon,,0,,,,,,,,,,,,,,,,,G
1892,Machop,,66,♂,547,96,12,10,8,66.7,16.0,16.0,,,,"2020-05-14 21:01","2020-05-13 23:57",5/8/2020,,,0,0,2,0,39.32%,2486,94.46%,64600,83,Machoke,,0,9.16%,3721,93.91%,87600,203,Machamp,,0,,,,,,,,,
1893,Cyndaquil,,155,♂,410,72,6,0,14,44.4,17.0,17.0,,,,"2020-05-14 11:02","2020-05-13 13:09",5/13/2020,,,0,0,1,0,44.71%,2265,94.50%,11300,135,Typhlosion,,0,42.83%,2342,95.62%,158800,277,Typhlosion,,0,42.44%,2358,91.73%,16300,14,Cyndaquil,,0,
1894,Totodile,,158,♀,858,105,11,6,9,57.8,29.0,29.0,,,,"2020-05-14 11:02","2020-05-13 13:08",5/13/2020,,,0,0,1,0,17.97%,3360,92.97%,72000,97,Croconaw,,0,36.63%,2596,95.63%,65000,189,Feraligatr,,0,,,,,,,,,
1895,Totodile,,158,♂,930,109,15,13,15,95.6,29.0,29.0,,,,"2020-05-14 11:02","2020-05-13 13:08",5/13/2020,,,0,0,1,0,44.18%,2287,94.37%,20000,41,Croconaw,,0,52.16%,1960,96.22%,26000,147,Feraligatr,,0,,,,,,,,,
1896,Machop,,66,♂,644,104,12,9,7,62.2,19.0,19.0,,,,"2020-05-13 23:55","2020-05-13 23:55",5/9/2020,,,0,0,2,0,14.58%,3499,93.08%,52000,71,Machoke,,0,43.27%,2324,95.55%,80000,195,Machamp,,0,,,,,,,,,
1897,Machop,,66,♂,936,125,12,12,9,73.3,27.0,27.0,,,,"2020-05-13 23:54","2020-05-13 23:54",5/13/2020,,,0,0,2,0,91.87%,334,92.41%,178000,206,Machop,,0,45.35%,2239,95.64%,23000,145,Machamp,,0,,,,,,,,,
1898,Machop,,66,♂,1017,130,15,15,13,95.6,28.0,28.0,,,,"2020-05-13 23:51","2020-05-13 23:51",5/11/2020,,,0,0,2,0,99.95%,3,99.32%,169000,198,Machop,,0,33.33%,2731,95.16%,4500,129,Machamp,,0,,,,,,,,,
1899,Sunflora,,192,♀,1495,126,8,15,5,62.2,26.0,26.0,Razor Leaf,Sludge Bomb,,"2020-05-13 22:05","2020-03-08 07:30",2/18/2020,,,0,0,5,0,79.41%,844,96.24%,0,0,Sunflora,,0,,,,,,,,,,,,,,,,,G
1900,Skarmory,,227,♂,1578,124,9,4,13,57.8,28.0,28.0,Air Slash,Flash Cannon,,"2020-05-13 21:41","2020-05-13 21:41",5/13/2020,41.58kg,1.57m,0,0,1,4500,,,,,,,,,74.11%,1061,91.27%,169000,198,Skarmory,,0,,,,,,,,,
1901,Cyndaquil,,155,♂,700,92,0,8,8,35.6,30.0,30.0,,,,"2020-05-13 21:40","2020-05-13 21:40",5/13/2020,,,0,0,1,0,25.89%,3036,91.99%,150000,207,Quilava,,0,90.57%,387,97.68%,94000,229,Typhlosion,,0,,,,,,,,,
1902,Hitmontop,,237,♂,1458,98,10,10,10,66.7,25.0,25.0,Counter,Close Combat,,"2020-05-13 21:40","2020-05-13 21:39",5/13/2020,60.33kg,1.38m,0,0,3,4000,59.00%,1680,95.14%,4000,3,Hitmontop,,0,,,,,,,,,,,,,,,,,G
1903,Teddiursa,,216,♀,1068,121,5,13,8,57.8,32.0,32.0,,,,"2020-05-13 13:09","2020-05-13 13:09",5/13/2020,,,0,0,2,0,71.94%,1150,87.78%,128000,162,Teddiursa,,0,85.67%,588,97.62%,12000,62,Ursaring,,0,,,,,,,,,
1904,Feebas,,349,♀,134,57,10,12,11,73.3,20.0,20.0,,,,"2020-05-13 13:09","2020-05-13 13:09",5/13/2020,,,0,0,1,0,84.05%,654,81.62%,225000,248,Feebas,,0,61.34%,1584,96.53%,80000,170,Milotic,,0,84.05%,654,81.62%,225000,248,Feebas,,0,
1905,Totodile,,158,♂,565,86,2,14,7,51.1,20.0,20.0,,,,"2020-05-13 13:07","2020-05-13 13:07",5/13/2020,,,0,0,1,0,85.05%,613,96.81%,178000,207,Croconaw,,0,94.63%,221,98.38%,161000,285,Feraligatr,,0,,,,,,,,,
1906,Murkrow,,198,♀,803,95,13,10,9,71.1,19.0,19.0,,,,"2020-05-13 13:07","2020-05-13 13:07",5/13/2020,1.97kg,0.48m,0,0,2,2500,43.91%,2298,94.35%,5000,104,Honchkrow,,0,,,,,,,,,,,,,,,,,G
1907,Totodile,,158,♂,645,93,15,3,15,73.3,21.0,21.0,,,,"2020-05-13 13:06","2020-05-13 13:06",5/13/2020,,,0,0,1,0,12.11%,3600,92.57%,104000,119,Croconaw,,0,18.12%,3354,94.86%,104000,219,Feraligatr,,0,,,,,,,,,
1908,Cyndaquil,,155,♂,726,97,0,10,15,55.6,30.0,30.0,,,,"2020-05-13 13:06","2020-05-13 13:06",5/13/2020,,,0,0,1,0,96.83%,131,97.84%,150000,207,Quilava,,0,99.66%,15,99.14%,70000,199,Typhlosion,,0,,,,,,,,,
1909,Totodile,,158,♂,540,81,8,7,3,40.0,19.0,19.0,,,,"2020-05-13 13:06","2020-05-13 13:05",5/13/2020,,,0,0,2,0,10.65%,3660,92.97%,2500,127,Feraligatr,,0,,,,,,,,,,,,,,,,,G
1910,Chikorita,,152,♂,543,88,8,14,13,77.8,22.0,22.0,,,,"2020-05-13 13:05","2020-05-13 13:05",5/13/2020,,,0,0,2,0,64.00%,1475,95.59%,3000,128,Meganium,,0,92.80%,296,94.55%,214000,363,Meganium,,0,,,,,,,,,
1911,Totodile,,158,♂,578,88,4,4,7,33.3,21.0,21.0,,,,"2020-05-13 13:04","2020-05-11 11:41",5/11/2020,7.69kg,0.59m,0,0,1,3000,61.83%,1564,95.27%,200000,239,Croconaw,,0,72.75%,1117,97.06%,173000,303,Feraligatr,,0,,,,,,,,,
1912,Dunsparce,,206,♀,1502,179,10,15,11,80.0,35.0,35.0,Astonish,Rock Slide,,"2020-05-10 22:01","2020-05-10 22:00",5/10/2020,19.39kg,1.7m,0,0,1,8000,,,,,,,,,95.65%,179,95.04%,88000,118,Dunsparce,,0,,,,,,,,,
1913,Ho-Oh,,250,,1602,115,12,10,10,71.1,15.0,15.0,Extrasensory,Earthquake,,"2020-05-10 22:01","2020-05-10 22:00",5/10/2020,245.66kg,4.55m,0,0,1,1900,,,,,,,,,17.24%,3390,94.33%,38400,36,Ho-Oh,,0,,,,,,,,,
1914,Timburr,,532,♂,732,115,12,15,13,88.9,20.0,20.0,,,,"2020-05-10 22:00","2020-05-10 22:00",5/10/2020,,,0,0,1,0,68.82%,1278,95.82%,27500,75,Gurdurr,,0,84.15%,650,97.02%,43000,288,Conkeldurr,,0,,,,,,,,,
1915,Piplup,,393,♂,596,91,13,14,12,86.7,20.0,20.0,,,,"2020-05-10 21:59","2020-05-10 21:59",5/10/2020,,,0,0,1,0,59.17%,1673,94.92%,109000,123,Prinplup,,0,42.93%,2338,95.73%,85000,199,Empoleon,,0,,,,,,,,,
1916,Tauros,,128,♂,1489,115,13,12,10,77.8,20.5,20.5,Zen Headbutt,Earthquake,,"2020-05-10 13:48","2020-03-19 21:53",3/19/2020,70.35kg,1.25m,0,0,5,0,54.26%,1874,95.11%,0,0,Tauros,,0,,,,,,,,,,,,,,,,,G
1917,Crustle,,558,♂,1485,112,15,15,14,97.8,20.5,20.5,Fury Cutter,X-Scissor,,"2020-05-10 13:46","2020-04-28 14:56",3/22/2020,191.09kg,1.34m,0,0,5,0,49.74%,2059,95.06%,0,0,Crustle,,0,,,,,,,,,,,,,,,,,G
1918,Tauros,,128,♂,1479,116,11,12,11,75.6,20.5,20.5,Zen Headbutt,Iron Head,,"2020-05-10 13:45","2020-03-14 20:22",3/14/2020,77.05kg,1.33m,0,0,5,0,52.63%,1941,95.02%,0,0,Tauros,,0,,,,,,,,,,,,,,,,,G
1919,Totodile,,158,♀,834,97,15,14,3,71.1,27.0,27.0,,,,"2020-05-10 13:45","2020-05-10 13:45",5/10/2020,,,0,0,1,0,,,,,,,,,13.89%,3527,94.64%,62000,181,Feraligatr,,0,,,,,,,,,U
1920,Scyther,,123,♂,1498,107,9,13,6,62.2,20.5,20.5,Fury Cutter,Night Slash,,"2020-05-10 09:29","2020-05-07 14:40",3/14/2020,,,0,0,5,0,81.61%,754,96.58%,0,0,Scyther,,0,,,,,,,,,,,,,,,,,G
1921,Onix,,95,♂,618,74,14,13,14,91.1,20.0,20.0,,,,"2020-05-10 00:25","2020-05-10 00:25",5/10/2020,,,0,0,2,0,67.37%,1337,95.30%,11000,60,Steelix,Normal,0,99.56%,19,98.69%,225000,298,Steelix,Normal,0,,,,,,,,,
1922,Misdreavus,,200,♂,1135,104,14,11,15,88.9,21.0,21.0,,,,"2020-05-09 19:18","2020-05-09 19:18",5/9/2020,,,0,0,1,0,47.77%,2140,94.87%,46500,42,Misdreavus,,0,83.98%,657,96.25%,173000,278,Mismagius,,0,,,,,,,,,
1923,Totodile,,158,♂,577,85,8,8,6,48.9,20.0,20.0,,,,"2020-05-09 16:19","2020-05-09 16:19",5/9/2020,,,0,0,1,0,49.16%,2083,94.60%,161000,185,Croconaw,,0,33.97%,2705,95.52%,145000,265,Feraligatr,,0,,,,,,,,,
1924,Sentret,,161,♀,505,94,10,6,14,66.7,34.0,34.0,,,,"2020-05-09 16:19","2020-05-09 16:19",5/9/2020,,,0,0,1,0,75.90%,988,84.14%,102000,134,Sentret,,0,75.21%,1016,90.16%,102000,159,Furret,,0,,,,,,,,,
1925,Snubbull,,209,♀,520,86,13,15,13,91.1,15.0,15.0,,,,"2020-05-09 16:19","2020-05-09 16:19",5/9/2020,,,0,0,1,0,52.77%,1935,94.62%,23900,72,Granbull,,0,99.88%,6,99.48%,236400,303,Granbull,,0,,,,,,,,,
1926,Snubbull,,209,♀,510,87,10,14,15,86.7,15.0,15.0,,,,"2020-05-09 16:19","2020-05-09 16:19",5/9/2020,,,0,0,1,0,86.37%,559,96.41%,26400,74,Granbull,,0,99.78%,10,99.32%,246400,318,Granbull,,0,,,,,,,,,
1927,Totodile,,158,♂,524,83,11,11,15,82.2,17.0,17.0,,,,"2020-05-09 16:19","2020-05-09 16:19",5/9/2020,,,0,0,2,0,33.63%,2719,94.37%,6600,131,Feraligatr,,0,,,,,,,,,,,,,,,,,G
1928,Totodile,,158,♂,484,75,13,1,0,31.1,17.0,17.0,,,,"2020-05-09 16:19","2020-05-09 16:19",5/9/2020,,,0,0,1,0,3.44%,3955,91.54%,191800,219,Croconaw,,0,0.02%,4095,92.54%,166800,287,Feraligatr,,0,8.84%,3734,89.18%,2200,2,Totodile,,0,
1929,Sunkern,,191,♀,223,71,5,10,5,44.4,25.0,25.0,,,,"2020-05-09 11:57","2020-05-09 11:57",5/9/2020,,,0,0,1,0,35.19%,2655,94.09%,12000,60,Sunflora,,0,41.20%,2409,87.06%,194000,270,Sunflora,,0,43.66%,2308,72.67%,194000,220,Sunkern,,0,
1930,Arcanine,,59,♂,1494,125,1,14,12,60.0,18.5,18.5,Thunder Fang,Flamethrower,,"2020-05-09 06:14","2020-04-25 23:04",3/20/2020,157.78kg,1.89m,0,0,5,0,99.12%,37,98.86%,0,0,Arcanine,,0,,,,,,,,,,,,,,,,,G
1931,Hitmontop,,237,♂,919,78,15,14,14,95.6,15.0,15.0,Counter,Gyro Ball,,"2020-05-09 04:34","2020-05-09 04:34",5/8/2020,,,0,0,0,0,13.19%,3556,92.74%,45400,42,Hitmontop,,0,99.83%,8,98.72%,246400,268,Hitmontop,,0,,,,,,,,,
1932,Swinub,,220,♀,409,89,14,12,13,86.7,20.0,20.0,,,,"2020-05-09 04:34","2020-05-09 04:34",5/8/2020,,,0,0,1,0,27.01%,2990,93.87%,14000,38,Piloswine,,0,50.13%,2043,95.42%,43000,163,Mamoswine,,0,25.35%,3058,89.90%,24000,22,Swinub,,0,
1933,Cyndaquil,,155,♂,849,99,14,4,13,68.9,35.0,35.0,,,,"2020-05-09 04:33","2020-05-09 04:33",5/8/2020,,,0,0,1,0,38.73%,2510,93.03%,24000,55,Quilava,,0,79.85%,826,90.27%,88000,143,Quilava,,0,,,,,,,,,
1934,Chikorita,,152,♂,537,90,4,9,14,60.0,23.0,23.0,,,,"2020-05-09 04:32","2020-05-08 20:46",5/8/2020,,,0,0,5,0,97.53%,102,98.29%,3500,128,Meganium,,0,,,,,,,,,,,,,,,,,G
1935,Klink,,599,,511,78,11,10,12,73.3,20.0,20.0,,,,"2020-05-09 04:32","2020-05-09 04:32",5/8/2020,,,0,0,2,0,66.79%,1361,95.51%,2500,127,Klinklang,,0,,,,,,,,,,,,,,,,,G
1936,Misdreavus,,200,♀,1012,95,7,12,5,53.3,20.0,20.0,,,,"2020-05-09 04:31","2020-05-09 04:31",5/8/2020,,,0,0,2,0,80.22%,811,95.97%,8000,107,Mismagius,,0,55.26%,1833,93.49%,225000,348,Mismagius,,0,,,,,,,,,
1937,Swablu,,333,♀,557,99,0,6,8,31.1,30.0,30.0,,,,"2020-05-09 04:31","2020-05-08 20:21",5/8/2020,,,0,0,5,0,94.58%,223,97.48%,0,400,Altaria,Normal,0,,,,,,,,,,,,,,,,,G
1938,Swinub,,220,♂,538,99,12,15,6,73.3,27.0,27.0,,,,"2020-05-09 04:31","2020-05-08 20:03",5/8/2020,,,0,0,5,0,,,,,,,,,79.05%,859,96.62%,0,125,Mamoswine,,0,,,,,,,,,U
1939,Pineco,,204,♀,592,89,5,11,10,57.8,21.0,21.0,,,,"2020-05-09 04:31","2020-05-09 04:31",5/8/2020,,,0,0,1,0,59.76%,1649,95.44%,22500,71,Forretress,,0,60.90%,1602,90.20%,220000,294,Forretress,,0,,,,,,,,,
1940,Machop,,66,♂,917,129,6,8,11,55.6,28.0,28.0,,,,"2020-05-09 04:31","2020-05-08 19:51",5/7/2020,,,0,0,2,0,85.15%,609,96.86%,0,25,Machoke,,0,70.60%,1205,96.63%,29000,149,Machamp,,0,,,,,,,,,
1941,Swinub,,220,♀,602,106,15,14,11,88.9,29.0,29.0,,,,"2020-05-09 04:30","2020-05-08 19:40",5/8/2020,,,0,0,1,0,99.05%,40,95.52%,160000,190,Swinub,,0,99.12%,37,97.77%,160000,215,Piloswine,,0,,,,,,,,,
