Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Marked for PvP use
1583,Gulpin,,316,♀,622,130,6,15,12,73.3,28.0,28.0,,,,"2020-05-20 21:50","2020-05-20 12:37",5/20/2020,,,0,0,2,0,70.72%,1200,96.10%,0,50,Swalot,,0,87.96%,494,93.26%,419000,248,Swalot,,0,
1584,Makuhita,,296,♂,650,140,12,7,14,73.3,31.0,31.0,,,,"2020-05-20 21:49","2020-05-20 21:49",5/20/2020,,,0,0,1,0,76.31%,971,85.54%,390000,174,Makuhita,,0,27.28%,2979,94.88%,45000,98,Hariyama,,0,
1585,Mudkip,,258,♂,511,83,14,3,14,68.9,17.0,17.0,,,,"2020-05-20 21:49","2020-05-20 21:49",5/20/2020,,,0,0,2,0,9.21%,3719,92.49%,4400,129,Swampert,,0,,,,,,,,,G
1586,Torchic,,255,♂,575,80,14,13,11,84.4,19.0,19.0,,,,"2020-05-20 21:48","2020-05-20 10:59",5/20/2020,,,0,0,1,0,47.96%,2132,94.74%,142000,159,Combusken,,0,59.61%,1655,96.20%,108000,221,Blaziken,,0,
1587,Barboach,,339,♂,551,103,7,11,15,73.3,26.0,26.0,,,,"2020-05-20 21:48","2020-05-19 23:55",5/15/2020,,,0,0,2,0,54.73%,1855,94.95%,4000,54,Whiscash,,0,84.15%,650,92.74%,436000,264,Whiscash,,0,
1588,Mudkip,,258,♂,498,80,8,10,9,60.0,17.0,17.0,,,,"2020-05-20 21:48","2020-05-19 20:57",5/19/2020,,,0,0,2,0,63.13%,1511,95.41%,6600,131,Swampert,,0,59.32%,1667,96.48%,110800,223,Swampert,,0,
1589,Lillipup,,506,♂,503,84,12,13,14,86.7,20.0,20.0,,,,"2020-05-20 21:48","2020-05-19 20:57",5/19/2020,,,0,0,1,0,98.24%,73,94.81%,475000,248,Lillipup,,0,,,,,,,,,G
1590,Ralts,,280,♂,198,51,15,4,0,42.2,15.0,15.0,,,,"2020-05-20 21:48","2020-05-19 20:57",5/19/2020,,,0,0,1,0,5.03%,3890,92.04%,12000,137,Gardevoir,,0,6.81%,3817,93.89%,101400,215,Gardevoir,,0,
1591,Duskull,,355,♀,340,57,0,5,7,26.7,22.0,22.0,,,,"2020-05-19 20:56","2020-05-19 20:56",5/19/2020,,,0,0,1,0,87.55%,511,97.16%,420000,263,Dusclops,,0,13.55%,3541,90.67%,464000,363,Dusknoir,,0,
1592,Torchic,,255,♂,516,75,13,8,5,57.8,18.0,18.0,,,,"2020-05-19 20:56","2020-05-19 20:56",5/19/2020,,,0,0,2,0,69.72%,1241,96.09%,6900,131,Blaziken,,0,6.06%,3848,93.76%,139400,255,Blaziken,,0,
1593,Taillow,,276,♂,657,98,15,14,13,93.3,31.0,31.0,,,,"2020-05-19 20:56","2020-05-19 20:56",5/19/2020,,,0,0,1,0,99.58%,18,96.94%,390000,174,Taillow,,0,99.68%,14,98.58%,390000,224,Swellow,,0,
1594,Nosepass,,299,♀,707,77,14,6,12,71.1,26.0,26.0,,,,"2020-05-19 20:56","2020-05-19 20:56",5/19/2020,,,0,0,2,0,34.55%,2681,93.51%,0,50,Probopass,,0,92.72%,299,94.89%,436000,264,Probopass,,0,
1595,Gible,,443,♀,616,98,14,11,14,86.7,20.0,20.0,,,,"2020-05-19 20:56","2020-05-19 20:56",5/19/2020,,,0,0,1,0,,,,,,,,,17.41%,3383,94.23%,11000,135,Garchomp,,0,U
1596,Piplup,,393,♂,603,93,15,11,15,91.1,20.0,20.0,,,,"2020-05-19 20:56","2020-05-19 20:56",5/19/2020,,,0,0,1,0,49.47%,2070,94.89%,103000,117,Prinplup,,0,23.98%,3114,94.97%,80000,195,Empoleon,,0,
1597,Makuhita,,296,♂,643,139,6,10,10,57.8,33.0,33.0,,,,"2020-05-19 20:55","2020-05-19 20:55",5/19/2020,,,0,0,1,0,66.79%,1361,83.30%,366000,150,Makuhita,,0,73.72%,1077,96.79%,44000,102,Hariyama,,0,
1598,Gible,,443,♀,609,97,12,12,13,82.2,20.0,20.0,,,,"2020-05-19 20:55","2020-05-19 20:55",5/19/2020,,,0,0,1,0,24.96%,3074,93.47%,60500,79,Gabite,,0,78.19%,894,96.74%,14000,138,Garchomp,,0,
1599,Ralts,,280,♀,218,55,10,12,5,60.0,16.0,16.0,,,,"2020-05-19 20:55","2020-05-19 20:55",5/19/2020,,,0,0,2,0,17.63%,3374,93.16%,6000,131,Gardevoir,,0,21.78%,3204,94.86%,87600,203,Gardevoir,,0,
1600,Ralts,,280,♂,411,79,15,6,11,71.1,29.0,29.0,,,,"2020-05-19 13:27","2020-05-17 16:13",5/16/2020,,,0,0,5,0,,,,,,,,,16.61%,3416,94.58%,0,125,Gardevoir,,0,U
1601,Ralts,,280,♂,390,80,6,8,11,55.6,30.0,30.0,,,,"2020-05-19 13:27","2020-05-17 12:59",5/17/2020,,,0,0,5,0,61.05%,1596,83.81%,400000,207,Kirlia,,0,68.01%,1311,96.77%,0,125,Gardevoir,,0,
1602,Ralts,,280,♂,238,59,7,12,6,55.6,18.0,18.0,,,,"2020-05-19 13:26","2020-05-19 12:10",5/19/2020,,,0,0,2,0,84.66%,629,96.60%,0,125,Gardevoir,,0,68.77%,1280,96.81%,84400,199,Gardevoir,,0,
1603,Ralts,,280,♀,223,58,15,11,14,88.9,15.0,15.0,,,,"2020-05-19 13:26","2020-05-17 16:07",5/17/2020,,,0,0,2,0,48.35%,2116,94.72%,7600,133,Gardevoir,,0,,,,,,,,,G
1604,Ralts,,280,♀,201,57,8,8,13,64.4,15.0,15.0,,,,"2020-05-19 13:26","2020-05-18 13:36",5/18/2020,,,0,0,1,0,40.15%,2452,94.35%,9800,135,Gardevoir,,0,65.37%,1419,96.67%,91400,207,Gardevoir,,0,
1605,Ralts,,280,♂,109,40,14,6,8,62.2,8.0,8.0,,,,"2020-05-19 13:26","2020-04-28 18:25",4/28/2020,6.49kg,0.4m,0,1,1,961,13.55%,3541,92.87%,32410,176,Gardevoir,,1,20.29%,3265,94.78%,35600,147,Gardevoir,,2,
1606,Klink,,599,,512,80,10,10,15,77.8,20.0,20.0,,,,"2020-05-19 12:09","2020-05-19 12:09",5/19/2020,,,0,0,5,0,76.26%,973,95.99%,2500,127,Klinklang,,0,,,,,,,,,G
1607,Torchic,,255,♂,819,104,5,3,15,51.1,30.0,30.0,,,,"2020-05-19 12:09","2020-05-19 12:09",5/19/2020,,,0,0,1,0,63.57%,1493,95.54%,160000,207,Combusken,,0,70.77%,1198,96.62%,86000,219,Blaziken,,0,
1608,Mudkip,,258,♂,555,83,11,0,2,28.9,20.0,20.0,,,,"2020-05-19 12:08","2020-05-19 09:35",5/19/2020,,,0,0,1,0,4.08%,3929,92.11%,153000,175,Marshtomp,,0,4.30%,3920,93.87%,123000,239,Swampert,,0,
1609,Sealeo,,364,♀,716,112,14,12,11,82.2,15.0,15.0,,,,"2020-05-19 09:35","2020-05-19 09:35",5/19/2020,,,0,0,4,0,47.94%,2133,94.90%,18900,118,Walrein,,0,42.49%,2356,95.45%,166400,260,Walrein,,0,
1610,Spheal,,363,♀,494,109,9,7,11,60.0,20.0,20.0,,,,"2020-05-18 13:38","2020-05-18 13:38",5/18/2020,,,0,0,2,0,21.59%,3212,93.57%,0,125,Walrein,,0,,,,,,,,,G
1611,Seviper,,336,♂,1473,128,13,12,15,88.9,25.0,25.0,Poison Jab,Poison Fang,,"2020-05-18 13:38","2020-05-18 13:38",5/18/2020,,,0,0,5,0,35.75%,2632,94.29%,0,0,Seviper,,0,98.71%,54,96.82%,444000,220,Seviper,,0,
1612,Slakoth,,287,♀,657,108,12,2,4,40.0,26.0,26.0,,,,"2020-05-18 13:38","2020-05-18 13:38",5/18/2020,,,0,0,1,0,13.53%,3542,92.85%,26000,49,Vigoroth,,0,31.67%,2799,85.57%,436000,239,Vigoroth,,0,
1613,Nuzleaf,,274,♂,805,123,6,7,9,48.9,26.0,26.0,,,,"2020-05-18 13:37","2020-05-18 13:37",5/18/2020,,,0,0,1,0,47.91%,2134,83.14%,436000,214,Nuzleaf,,0,47.67%,2144,92.94%,436000,314,Shiftry,,0,
1614,Gligar,,207,♂,1027,106,12,10,15,82.2,20.0,20.0,Wing Attack,Dig,,"2020-05-18 13:36","2020-05-18 13:36",5/18/2020,,,0,0,2,0,86.98%,534,97.08%,0,100,Gliscor,,0,45.08%,2250,95.63%,161000,260,Gliscor,,0,
1615,Mawile,,303,♂,1138,98,14,13,11,84.4,25.0,25.0,Astonish,Iron Head,,"2020-05-18 13:35","2020-05-18 11:07",5/18/2020,,,0,0,1,0,38.07%,2537,94.23%,114000,112,Mawile,,0,97.58%,100,95.82%,444000,220,Mawile,,0,
1616,Wurmple,,265,♀,512,106,14,15,14,95.6,33.0,33.0,,,,"2020-05-17 19:53","2020-05-17 19:53",5/17/2020,,,0,0,1,0,99.88%,6,99.12%,366000,212,Dustox,,0,99.95%,3,99.51%,366000,212,Beautifly,,0,
1617,Mudkip,,258,♂,877,111,9,4,15,62.2,30.0,30.0,,,,"2020-05-17 19:53","2020-05-17 19:53",5/17/2020,,,0,0,2,0,47.89%,2135,94.94%,41000,65,Marshtomp,,0,45.32%,2240,95.94%,22000,145,Swampert,,0,
1618,Taillow,,276,♂,493,88,0,12,8,44.4,27.0,27.0,,,,"2020-05-17 19:15","2020-05-17 19:15",5/17/2020,,,0,0,1,0,99.10%,38,98.69%,38000,82,Swellow,,0,46.13%,2207,86.68%,428000,256,Swellow,,0,
1619,Plusle,,311,♀,1427,120,6,15,10,68.9,30.0,30.0,Quick Attack,Grass Knot,,"2020-05-17 19:15","2020-05-17 19:15",5/17/2020,,,0,0,1,0,90.35%,396,97.23%,34000,32,Plusle,,0,87.11%,529,92.38%,400000,182,Plusle,,0,
1620,Aerodactyl,,142,♂,1586,121,15,15,14,97.8,20.0,20.0,Bite,Iron Head,,"2020-05-17 19:15","2020-05-17 19:15",5/17/2020,,,0,0,1,0,,,,,,,,,62.05%,1555,96.39%,109000,98,Aerodactyl,,0,
1621,Nincada,,290,♂,428,69,15,12,12,86.7,20.0,20.0,,,,"2020-05-17 19:15","2020-05-17 19:15",5/17/2020,,,0,0,0,0,42.05%,2374,94.42%,47000,92,Ninjask,,0,97.92%,86,96.27%,475000,298,Ninjask,,0,
1622,Kabuto,,140,♂,746,68,11,12,12,77.8,20.0,20.0,,,,"2020-05-17 19:15","2020-05-17 19:15",5/17/2020,,,0,0,2,0,93.38%,272,96.24%,475000,248,Kabuto,,0,60.05%,1637,96.42%,161000,210,Kabutops,,0,
1623,Mudkip,,258,♀,457,76,6,10,6,48.9,16.0,16.0,,,,"2020-05-17 19:14","2020-05-17 19:14",5/17/2020,,,0,0,1,0,90.45%,392,97.08%,12600,137,Swampert,,0,61.61%,1573,96.57%,126600,239,Swampert,,0,
1624,Chikorita,,152,♂,537,86,2,13,4,42.2,24.0,24.0,,,,"2020-05-17 15:41","2020-05-17 15:41",5/17/2020,,,0,0,5,0,80.34%,806,96.50%,0,125,Meganium,,0,,,,,,,,,G
1625,Carvanha,,318,♂,572,83,5,6,0,24.4,24.0,24.0,,,,"2020-05-17 15:41","2020-05-17 15:41",5/17/2020,,,0,0,1,0,18.97%,3319,92.69%,23000,70,Sharpedo,,0,14.51%,3502,80.07%,451000,276,Sharpedo,,0,
1626,Sableye,,302,♂,1091,105,4,9,9,48.9,29.0,29.0,Feint Attack,Shadow Sneak,,"2020-05-17 15:40","2020-05-17 15:40",5/17/2020,,,0,0,1,0,82.95%,699,95.43%,410000,190,Sableye,,0,47.55%,2149,85.74%,410000,190,Sableye,,0,
1627,Slakoth,,287,♀,541,98,11,6,6,51.1,21.0,21.0,,,,"2020-05-17 15:40","2020-05-17 15:40",5/17/2020,,,0,0,1,0,18.07%,3356,93.18%,55500,75,Vigoroth,,0,51.94%,1969,87.92%,470000,269,Vigoroth,,0,
1628,Krabby,,98,♂,745,65,4,13,13,66.7,18.0,18.0,,,,"2020-05-17 15:40","2020-05-17 15:40",5/17/2020,,,0,0,5,0,95.36%,191,98.05%,6900,56,Kingler,,0,,,,,,,,,G
1629,Carvanha,,318,♂,746,92,10,13,3,57.8,28.0,28.0,,,,"2020-05-17 15:39","2020-05-17 15:39",5/17/2020,,,0,0,1,0,79.41%,844,85.90%,419000,198,Carvanha,,0,76.39%,968,89.94%,419000,248,Sharpedo,,0,
1630,Carvanha,,318,♂,561,87,8,4,8,44.4,23.0,23.0,,,,"2020-05-17 15:39","2020-05-17 15:39",5/17/2020,,,0,0,1,0,24.66%,3086,93.03%,26000,72,Sharpedo,,0,32.06%,2783,83.07%,458000,282,Sharpedo,,0,
1631,Pineco,,204,♀,612,87,13,15,10,84.4,20.0,20.0,,,,"2020-05-17 15:39","2020-05-17 15:39",5/17/2020,,,0,0,1,0,58.83%,1687,95.41%,20500,69,Forretress,,0,95.24%,196,98.06%,445000,298,Forretress,,0,
1632,Clamperl,,366,♀,517,62,12,12,10,75.6,15.0,15.0,,,,"2020-05-17 15:39","2020-05-17 15:39",5/17/2020,,,0,0,0,0,30.77%,2836,93.58%,29400,77,Gorebyss,,0,79.85%,826,95.99%,438400,318,Huntail,,0,
1633,Seviper,,336,♂,1318,124,4,6,14,53.3,24.0,24.0,Poison Jab,Crunch,,"2020-05-17 15:39","2020-05-17 15:39",5/17/2020,,,0,0,1,0,69.50%,1250,95.86%,23000,20,Seviper,,0,54.90%,1848,87.82%,451000,226,Seviper,,0,
1634,Magikarp,,129,♂,105,49,12,11,11,75.6,15.0,15.0,,,,"2020-05-17 12:59","2020-05-17 12:59",5/17/2020,,,0,0,1,0,12.45%,3586,92.55%,1900,402,Gyarados,,0,,,,,,,,,G
1635,Slakoth,,287,♂,399,85,10,11,11,71.1,15.0,15.0,,,,"2020-05-17 12:57","2020-05-17 12:57",5/17/2020,,,0,0,1,0,70.16%,1223,96.05%,77400,95,Vigoroth,,0,27.55%,2968,94.75%,21400,145,Slaking,,0,
1636,Bagon,,371,♂,480,73,13,12,14,86.7,15.0,15.0,,,,"2020-05-17 12:56","2020-05-17 12:56",5/17/2020,,,0,0,1,0,,,,,,,,,50.72%,2019,95.83%,41900,164,Salamence,,0,U
1637,Mudkip,,258,♂,903,111,6,4,11,46.7,34.0,34.0,,,,"2020-05-17 12:56","2020-05-17 12:56",5/17/2020,,,0,0,2,0,58.68%,1693,95.47%,22000,51,Marshtomp,,0,38.32%,2527,85.46%,352000,159,Marshtomp,,0,
1638,Shinx,,403,♂,356,72,13,11,12,80.0,15.0,15.0,,,,"2020-05-17 12:56","2020-05-17 12:56",5/17/2020,,,0,0,1,0,65.35%,1420,95.38%,14200,139,Luxray,,0,50.23%,2039,95.94%,118400,231,Luxray,,0,
1639,Makuhita,,296,♂,345,105,6,2,11,42.2,18.0,18.0,,,,"2020-05-17 12:56","2020-05-17 12:56",5/17/2020,,,0,0,1,0,73.99%,1066,96.07%,11900,60,Hariyama,,0,26.45%,3013,94.85%,196400,252,Hariyama,,0,
1640,Ferroseed,,597,♂,523,82,14,14,11,86.7,20.0,20.0,,,,"2020-05-17 12:55","2020-05-17 12:55",5/17/2020,,,0,0,1,0,55.68%,1816,95.07%,17000,66,Ferrothorn,,0,80.71%,791,96.24%,389000,298,Ferrothorn,,0,
1641,Kadabra,,64,♂,1493,85,4,12,0,35.6,28.5,28.5,Confusion,Dazzling Gleam,,"2020-05-17 12:24","2020-05-01 16:54",5/1/2020,,,0,0,5,0,62.17%,1550,95.09%,0,0,Kadabra,,0,,,,,,,,,G
1642,Treecko,,252,♂,539,74,9,2,2,28.9,21.0,21.0,,,,"2020-05-17 09:42","2020-05-17 09:42",5/17/2020,,,0,0,2,0,45.69%,2225,94.45%,0,125,Sceptile,,0,,,,,,,,,G
1643,Gengar,,94,♀,1463,98,4,7,15,57.8,19.0,19.0,Shadow Claw,Focus Blast,,"2020-05-17 08:48","2020-05-04 18:45",5/4/2020,,,0,0,5,0,36.56%,2599,94.30%,0,0,Gengar,Normal,0,,,,,,,,,G
1644,Alakazam,,65,♂,1279,81,15,11,11,82.2,15.0,15.0,Psycho Cut,Futuresight,,"2020-05-17 08:20","2020-05-05 13:35",5/5/2020,,,0,0,0,0,65.10%,1430,95.59%,9800,10,Alakazam,,0,14.95%,3484,94.44%,86400,78,Alakazam,,0,
1645,Alakazam,,65,♂,1748,96,13,5,11,64.4,21.0,21.0,Confusion,Shadow Ball,,"2020-05-17 08:20","2020-04-25 23:11",4/25/2020,80.35kg,2.04m,0,0,0,3000,,,,,,,,,37.73%,2551,95.42%,70000,62,Alakazam,,0,
1646,Alakazam,,65,♂,1749,96,6,14,11,68.9,21.0,21.0,Confusion,Shadow Ball,,"2020-05-17 08:19","2020-05-17 08:19",4/25/2020,,,0,0,0,0,,,,,,,,,92.60%,304,97.93%,70000,62,Alakazam,,0,
1647,Alakazam,,65,♂,1860,96,12,4,4,44.4,23.0,23.0,Confusion,Shadow Ball,,"2020-05-17 08:19","2020-04-28 14:28",4/25/2020,,,0,0,0,0,,,,,,,,,13.21%,3555,94.34%,74000,64,Alakazam,,0,
1648,Venomoth,,49,♂,1491,122,9,11,4,53.3,27.0,27.0,Infestation,Bug Buzz,,"2020-05-17 08:00","2020-05-17 08:00",5/2/2020,,,0,0,5,0,57.17%,1755,94.80%,0,0,Venomoth,,0,,,,,,,,,G
1649,Squirtle,,7,♂,492,81,11,5,10,57.8,20.0,20.0,,,,"2020-05-17 07:46","2020-05-17 07:46",5/7/2020,,,0,0,1,0,56.92%,1765,93.80%,376000,273,Wartortle,,0,30.74%,2837,94.65%,350000,373,Blastoise,Normal,0,
1650,Poochyena,,261,♂,448,86,5,7,14,57.8,27.0,27.0,,,,"2020-05-17 07:39","2020-05-17 07:39",5/17/2020,,,0,0,1,0,70.01%,1229,96.26%,23000,70,Mightyena,,0,65.05%,1432,88.90%,428000,256,Mightyena,,0,
1651,Panpour,,515,♂,596,95,10,15,12,82.2,23.0,23.0,,,,"2020-05-16 18:40","2020-05-16 18:40",5/16/2020,,,0,0,2,0,92.28%,317,97.22%,0,50,Simipour,,0,92.19%,321,97.23%,372000,282,Simipour,,0,
1652,Slakoth,,287,♂,787,116,12,9,4,55.6,30.0,30.0,,,,"2020-05-16 09:33","2020-05-15 20:10",5/15/2020,,,0,0,1,0,68.06%,1309,86.18%,400000,182,Slakoth,,0,66.91%,1356,89.64%,400000,207,Vigoroth,,0,
1653,Mudkip,,258,♂,570,82,15,0,1,35.6,20.0,20.0,,,,"2020-05-16 09:33","2020-05-15 20:08",5/15/2020,,,0,0,1,0,0.20%,4088,90.79%,130000,147,Marshtomp,,0,0.32%,4083,92.99%,109000,223,Swampert,,0,
1654,Aron,,304,♂,588,80,8,13,10,68.9,17.0,17.0,,,,"2020-05-15 20:33","2020-05-15 20:33",5/15/2020,,,0,0,2,0,42.98%,2336,94.53%,4400,129,Aggron,,0,,,,,,,,,G
1655,Lairon,,305,♂,849,86,11,13,12,80.0,15.0,15.0,,,,"2020-05-15 20:32","2020-05-15 20:32",5/15/2020,,,0,0,4,0,86.23%,565,96.84%,12000,112,Aggron,,0,,,,,,,,,G
1656,Aron,,304,♂,557,79,10,8,12,66.7,16.0,16.0,,,,"2020-05-15 20:32","2020-05-15 20:32",5/15/2020,,,0,0,1,0,44.30%,2282,94.59%,8200,133,Aggron,,0,,,,,,,,,G
1657,Mudkip,,258,♂,450,76,6,6,7,42.2,16.0,16.0,,,,"2020-05-15 20:32","2020-05-15 20:32",5/15/2020,,,0,0,1,0,69.08%,1267,95.69%,12600,137,Swampert,,0,41.10%,2413,95.78%,133600,247,Swampert,,0,
1658,Cherrim,,421,♀,1499,125,13,12,10,77.8,26.5,26.5,Razor Leaf,Dazzling Gleam,,"2020-05-15 20:07","2020-03-17 09:32",3/17/2020,8.07kg,0.47m,0,0,5,0,69.60%,1246,95.90%,0,0,Cherrim,,0,,,,,,,,,G
1659,Machop,,66,♂,494,95,12,1,13,57.8,15.0,15.0,,,,"2020-05-15 13:31","2020-05-15 13:31",5/15/2020,,,0,0,1,0,25.15%,3066,93.84%,12000,137,Machamp,,0,23.30%,3142,94.70%,101400,215,Machamp,,0,
1660,Chikorita,,152,♂,536,85,6,12,5,51.1,23.0,23.0,,,,"2020-05-15 13:30","2020-05-15 13:30",5/15/2020,,,0,0,5,0,76.70%,955,96.26%,3500,128,Meganium,,0,,,,,,,,,G
1661,Snubbull,,209,♂,737,104,5,7,5,37.8,24.0,24.0,,,,"2020-05-15 13:30","2020-05-15 13:30",5/15/2020,,,0,0,1,0,30.43%,2850,81.11%,451000,226,Snubbull,,0,55.63%,1818,95.83%,339000,276,Granbull,,0,
1662,Swinub,,220,♂,433,100,0,0,8,17.8,27.0,27.0,,,,"2020-05-15 11:41","2020-05-15 11:41",5/15/2020,,,0,0,1,0,1.25%,4045,67.08%,428000,206,Swinub,,0,67.13%,1347,96.07%,23000,145,Mamoswine,,0,
1663,Dunsparce,,206,♀,1475,171,14,15,4,73.3,33.0,33.0,Astonish,Drill Run,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,5,0,36.51%,2601,94.29%,14000,16,Dunsparce,,0,95.34%,192,94.87%,366000,150,Dunsparce,,0,
1664,Sunkern,,191,♂,258,78,13,7,15,77.8,25.0,25.0,,,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,2,0,11.89%,3609,92.73%,0,50,Sunflora,,0,90.65%,384,93.72%,444000,270,Sunflora,,0,
1665,Dunsparce,,206,♀,1423,171,15,7,5,60.0,32.0,32.0,Astonish,Dig,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,1,0,5.20%,3883,92.08%,40000,44,Dunsparce,,0,77.48%,923,90.65%,378000,162,Dunsparce,,0,
1666,Totodile,,158,♂,546,81,15,7,6,62.2,18.0,18.0,,,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,2,0,18.85%,3324,93.56%,4400,129,Feraligatr,,0,4.69%,3904,93.93%,125400,239,Feraligatr,,0,
1667,Misdreavus,,200,♀,1531,118,9,9,7,55.6,30.0,30.0,Astonish,Ominous Wind,,"2020-05-15 11:40","2020-05-15 11:40",5/15/2020,,,0,0,1,0,,,,,,,,,52.21%,1958,95.84%,181000,282,Mismagius,,0,
1668,Swinub,,220,♂,431,98,7,3,13,51.1,24.0,24.0,,,,"2020-05-15 11:39","2020-05-15 10:55",5/15/2020,,,0,0,2,0,24.91%,3076,93.77%,0,25,Piloswine,,0,43.71%,2306,95.17%,32000,153,Mamoswine,,0,
1669,Totodile,,158,♂,519,79,5,6,0,24.4,19.0,19.0,,,,"2020-05-15 11:39","2020-05-15 10:55",5/15/2020,,,0,0,2,0,18.19%,3351,93.52%,5000,129,Feraligatr,,0,,,,,,,,,G
1670,Machop,,66,♀,906,124,12,7,7,57.8,27.0,27.0,,,,"2020-05-15 11:39","2020-05-15 11:39",5/15/2020,,,0,0,1,0,45.03%,2252,94.76%,4500,29,Machoke,,0,17.17%,3393,94.41%,28000,149,Machamp,,0,
1671,Totodile,,158,♂,553,86,1,11,7,42.2,20.0,20.0,,,,"2020-05-15 09:41","2020-05-15 09:41",5/14/2020,,,0,0,5,0,89.30%,439,97.30%,0,125,Feraligatr,,0,,,,,,,,,G
1672,Machop,,66,♀,604,104,8,9,13,66.7,18.0,18.0,,,,"2020-05-14 22:05","2020-05-14 22:05",5/14/2020,,,0,0,5,0,86.40%,558,96.93%,0,125,Machamp,,0,,,,,,,,,G
1673,Machop,,66,♂,632,107,10,5,13,62.2,19.0,19.0,,,,"2020-05-14 22:04","2020-05-14 22:04",5/14/2020,,,0,0,2,0,50.89%,2012,95.01%,56500,75,Machoke,,0,27.35%,2976,94.89%,80000,195,Machamp,,0,
1674,Machop,,66,♂,1054,135,8,15,12,77.8,31.0,31.0,,,,"2020-05-14 22:04","2020-05-14 22:04",5/14/2020,,,0,0,2,0,95.41%,189,93.57%,390000,174,Machop,,0,94.90%,210,94.67%,390000,199,Machoke,,0,
1675,Machop,,66,♂,1001,131,6,13,8,60.0,30.0,30.0,,,,"2020-05-14 22:04","2020-05-14 22:04",5/14/2020,,,0,0,5,0,,,,,,,,,75.85%,990,96.85%,5000,129,Machamp,,0,U
1676,Totodile,,158,♀,634,88,14,7,7,62.2,21.0,21.0,,,,"2020-05-14 21:05","2020-05-14 21:05",5/14/2020,,,0,0,1,0,7.94%,3771,92.43%,118000,135,Croconaw,,0,18.00%,3359,94.86%,118000,235,Feraligatr,,0,
1677,Teddiursa,,216,♀,1062,124,4,10,13,60.0,32.0,32.0,,,,"2020-05-14 21:05","2020-05-14 21:05",5/14/2020,,,0,0,2,0,71.65%,1162,88.06%,378000,162,Teddiursa,,0,76.04%,982,97.13%,12000,62,Ursaring,,0,
1678,Swinub,,220,♂,474,98,8,2,5,33.3,27.0,27.0,,,,"2020-05-14 21:04","2020-05-14 21:04",5/14/2020,,,0,0,2,0,17.56%,3377,73.92%,428000,206,Swinub,,0,26.03%,3030,94.45%,13500,137,Mamoswine,,0,
1679,Totodile,,158,♀,898,107,14,9,12,77.8,29.0,29.0,,,,"2020-05-14 21:04","2020-05-14 21:04",5/14/2020,,,0,0,1,0,,,,,,,,,16.85%,3406,94.80%,38000,159,Feraligatr,,0,U
1680,Beldum,,374,,540,77,14,14,10,84.4,20.0,20.0,,,,"2020-05-14 21:04","2020-05-14 21:04",5/14/2020,,,0,0,1,0,,,,,,,,,80.29%,808,96.97%,20500,144,Metagross,,0,U
1681,Mareep,,179,♀,685,102,9,12,1,48.9,27.0,27.0,,,,"2020-05-14 21:04","2020-05-14 21:04",5/14/2020,,,0,0,1,0,50.06%,2046,94.36%,316000,231,Flaaffy,,0,50.55%,2026,96.25%,98000,223,Ampharos,,0,
1682,Cyndaquil,,155,♂,445,69,7,3,1,24.4,19.0,19.0,,,,"2020-05-14 21:03","2020-05-14 21:03",5/14/2020,,,0,0,2,0,32.65%,2759,93.95%,5000,129,Typhlosion,,0,19.44%,3300,94.68%,174000,299,Typhlosion,,0,
1683,Swinub,,220,♀,499,96,12,1,0,28.9,28.0,28.0,,,,"2020-05-14 21:03","2020-05-14 21:03",5/14/2020,,,0,0,1,0,14.97%,3483,73.30%,419000,198,Swinub,,0,5.40%,3875,93.12%,4500,129,Mamoswine,,0,
1684,Totodile,,158,♀,417,73,2,1,0,6.7,16.0,16.0,,,,"2020-05-14 21:03","2020-05-14 21:03",5/14/2020,,,0,0,1,0,81.49%,759,96.70%,22600,145,Feraligatr,,0,20.59%,3253,94.98%,232600,374,Feraligatr,,0,
1685,Eevee,,133,♂,435,82,10,13,14,82.2,15.0,15.0,,,,"2020-05-14 21:01","2020-05-14 08:01",5/14/2020,,,0,0,0,0,96.41%,148,97.79%,7600,33,Espeon,,0,,,,,,,,,G
1686,Machop,,66,♂,547,96,12,10,8,66.7,16.0,16.0,,,,"2020-05-14 21:01","2020-05-13 23:57",5/8/2020,,,0,0,2,0,39.32%,2486,94.46%,64600,83,Machoke,,0,9.16%,3721,93.91%,87600,203,Machamp,,0,
1687,Cyndaquil,,155,♂,410,72,6,0,14,44.4,17.0,17.0,,,,"2020-05-14 11:02","2020-05-13 13:09",5/13/2020,,,0,0,1,0,54.51%,1864,95.28%,258800,285,Quilava,,0,42.83%,2342,95.62%,158800,277,Typhlosion,,0,
