r,c href,c src,l,l href,c,c 2,c 3,c 4,c 5,c 6,
533,https://bulbapedia.bulbagarden.net/wiki/Gurdurr_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5a/GO533.png/48px-GO533.png,Gurdurr,https://bulbapedia.bulbagarden.net/wiki/Gurdurr_(Pok%C3%A9mon),198,180,134,4775760,2169,2452,
534,https://bulbapedia.bulbagarden.net/wiki/Conkeldurr_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/19/GO534.png/48px-GO534.png,Conkeldurr,https://bulbapedia.bulbagarden.net/wiki/Conkeldurr_(Pok%C3%A9mon),233,243,158,8945802,3337,3773,
535,https://bulbapedia.bulbagarden.net/wiki/Tympole_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/4b/GO535.png/48px-GO535.png,Tympole,https://bulbapedia.bulbagarden.net/wiki/Tympole_(Pok%C3%A9mon),137,98,78,1047228,839,948,
536,https://bulbapedia.bulbagarden.net/wiki/Palpitoad_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/f6/GO536.png/48px-GO536.png,Palpitoad,https://bulbapedia.bulbagarden.net/wiki/Palpitoad_(Pok%C3%A9mon),181,128,109,2525312,1392,1574,
537,https://bulbapedia.bulbagarden.net/wiki/Seismitoad_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/ca/GO537.png/48px-GO537.png,Seismitoad,https://bulbapedia.bulbagarden.net/wiki/Seismitoad_(Pok%C3%A9mon),233,188,150,6570600,2564,2899,
538,https://bulbapedia.bulbagarden.net/wiki/Throh_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/47/GO538.png/48px-GO538.png,Throh,https://bulbapedia.bulbagarden.net/wiki/Throh_(Pok%C3%A9mon),260,172,160,7155200,2562,2896,
539,https://bulbapedia.bulbagarden.net/wiki/Sawk_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/ee/GO539.png/48px-GO539.png,Sawk,https://bulbapedia.bulbagarden.net/wiki/Sawk_(Pok%C3%A9mon),181,231,153,6397083,2788,3152,
540,https://bulbapedia.bulbagarden.net/wiki/Sewaddle_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/3a/GO540.png/48px-GO540.png,Sewaddle,https://bulbapedia.bulbagarden.net/wiki/Sewaddle_(Pok%C3%A9mon),128,96,124,1523712,977,1105,
541,https://bulbapedia.bulbagarden.net/wiki/Swadloon_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/ca/GO541.png/48px-GO541.png,Swadloon,https://bulbapedia.bulbagarden.net/wiki/Swadloon_(Pok%C3%A9mon),146,115,162,2719980,1370,1549,
542,https://bulbapedia.bulbagarden.net/wiki/Leavanny_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/af/GO542.png/48px-GO542.png,Leavanny,https://bulbapedia.bulbagarden.net/wiki/Leavanny_(Pok%C3%A9mon),181,205,165,6122325,2580,2917,
543,https://bulbapedia.bulbagarden.net/wiki/Venipede_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/20/GO543.png/48px-GO543.png,Venipede,https://bulbapedia.bulbagarden.net/wiki/Venipede_(Pok%C3%A9mon),102,83,99,838134,706,799,
544,https://bulbapedia.bulbagarden.net/wiki/Whirlipede_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/93/GO544.png/48px-GO544.png,Whirlipede,https://bulbapedia.bulbagarden.net/wiki/Whirlipede_(Pok%C3%A9mon),120,100,173,2076000,1144,1293,
545,https://bulbapedia.bulbagarden.net/wiki/Scolipede_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0a/GO545.png/48px-GO545.png,Scolipede,https://bulbapedia.bulbagarden.net/wiki/Scolipede_(Pok%C3%A9mon),155,203,175,5506375,2447,2766,
546,https://bulbapedia.bulbagarden.net/wiki/Cottonee_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/8a/GO546.png/48px-GO546.png,Cottonee,https://bulbapedia.bulbagarden.net/wiki/Cottonee_(Pok%C3%A9mon),120,71,111,945720,700,791,
547,https://bulbapedia.bulbagarden.net/wiki/Whimsicott_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d7/GO547.png/48px-GO547.png,Whimsicott,https://bulbapedia.bulbagarden.net/wiki/Whimsicott_(Pok%C3%A9mon),155,164,176,4473920,2014,2277,
548,https://bulbapedia.bulbagarden.net/wiki/Petilil_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/8b/GO548.png/48px-GO548.png,Petilil,https://bulbapedia.bulbagarden.net/wiki/Petilil_(Pok%C3%A9mon),128,119,91,1386112,1030,1164,
549,https://bulbapedia.bulbagarden.net/wiki/Lilligant_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a4/GO549.png/48px-GO549.png,Lilligant,https://bulbapedia.bulbagarden.net/wiki/Lilligant_(Pok%C3%A9mon),172,214,155,5705240,2550,2883,
550,https://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/de/GO550.png/48px-GO550.png,Basculin,https://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon),172,189,129,4193532,2090,2363,
550B,https://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/55/GO550B.png/48px-GO550B.png,Basculin,https://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon),172,189,129,4193532,2090,2363,
551,https://bulbapedia.bulbagarden.net/wiki/Sandile_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/2b/GO551.png/48px-GO551.png,Sandile,https://bulbapedia.bulbagarden.net/wiki/Sandile_(Pok%C3%A9mon),137,132,69,1247796,1037,1172,
552,https://bulbapedia.bulbagarden.net/wiki/Krokorok_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/01/GO552.png/48px-GO552.png,Krokorok,https://bulbapedia.bulbagarden.net/wiki/Krokorok_(Pok%C3%A9mon),155,155,90,2162250,1418,1603,
553,https://bulbapedia.bulbagarden.net/wiki/Krookodile_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5b/GO553.png/48px-GO553.png,Krookodile,https://bulbapedia.bulbagarden.net/wiki/Krookodile_(Pok%C3%A9mon),216,229,158,7815312,3046,3444,
554,https://bulbapedia.bulbagarden.net/wiki/Darumaka_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/7f/GO554.png/48px-GO554.png,Darumaka,https://bulbapedia.bulbagarden.net/wiki/Darumaka_(Pok%C3%A9mon),172,153,86,2263176,1442,1630,
554G,https://bulbapedia.bulbagarden.net/wiki/Darumaka_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/34/GO554G.png/48px-GO554G.png,Darumaka,https://bulbapedia.bulbagarden.net/wiki/Darumaka_(Pok%C3%A9mon),172,153,86,2263176,1442,1630,
555,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c2/GO555.png/48px-GO555.png,Darmanitan,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),233,263,114,6985806,3105,3511,
555Z,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/19/GO555Z.png/48px-GO555Z.png,Darmanitan,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),233,243,202,11437038,3738,4226,
555G,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c6/GO555G.png/48px-GO555G.png,Darmanitan,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),233,263,114,6985806,3105,3511,
555GZ,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a3/GO555GZ.png/48px-GO555GZ.png,Darmanitan,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),233,323,123,9256857,3905,4415,
556,https://bulbapedia.bulbagarden.net/wiki/Maractus_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c0/GO556.png/48px-GO556.png,Maractus,https://bulbapedia.bulbagarden.net/wiki/Maractus_(Pok%C3%A9mon),181,201,130,4729530,2274,2571,
557,https://bulbapedia.bulbagarden.net/wiki/Dwebble_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/e/e0/GO557.png/48px-GO557.png,Dwebble,https://bulbapedia.bulbagarden.net/wiki/Dwebble_(Pok%C3%A9mon),137,118,128,2069248,1224,1384,
558,https://bulbapedia.bulbagarden.net/wiki/Crustle_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/f/fa/GO558.png/48px-GO558.png,Crustle,https://bulbapedia.bulbagarden.net/wiki/Crustle_(Pok%C3%A9mon),172,188,200,6467200,2542,2874,
559,https://bulbapedia.bulbagarden.net/wiki/Scraggy_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d4/GO559.png/48px-GO559.png,Scraggy,https://bulbapedia.bulbagarden.net/wiki/Scraggy_(Pok%C3%A9mon),137,132,132,2387088,1372,1551,
560,https://bulbapedia.bulbagarden.net/wiki/Scrafty_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/20/GO560.png/48px-GO560.png,Scrafty,https://bulbapedia.bulbagarden.net/wiki/Scrafty_(Pok%C3%A9mon),163,163,222,5898318,2283,2581,
561,https://bulbapedia.bulbagarden.net/wiki/Sigilyph_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/7e/GO561.png/48px-GO561.png,Sigilyph,https://bulbapedia.bulbagarden.net/wiki/Sigilyph_(Pok%C3%A9mon),176,204,167,5995968,2550,2883,
562,https://bulbapedia.bulbagarden.net/wiki/Yamask_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/25/GO562.png/48px-GO562.png,Yamask,https://bulbapedia.bulbagarden.net/wiki/Yamask_(Pok%C3%A9mon),116,95,141,1553820,982,1110,
563,https://bulbapedia.bulbagarden.net/wiki/Cofagrigus_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/de/GO563.png/48px-GO563.png,Cofagrigus,https://bulbapedia.bulbagarden.net/wiki/Cofagrigus_(Pok%C3%A9mon),151,163,237,5833281,2273,2570,
564,https://bulbapedia.bulbagarden.net/wiki/Tirtouga_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/2d/GO564.png/48px-GO564.png,Tirtouga,https://bulbapedia.bulbagarden.net/wiki/Tirtouga_(Pok%C3%A9mon),144,134,146,2817216,1488,1683,
565,https://bulbapedia.bulbagarden.net/wiki/Carracosta_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/12/GO565.png/48px-GO565.png,Carracosta,https://bulbapedia.bulbagarden.net/wiki/Carracosta_(Pok%C3%A9mon),179,192,197,6770496,2621,2964,
566,https://bulbapedia.bulbagarden.net/wiki/Archen_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/13/GO566.png/48px-GO566.png,Archen,https://bulbapedia.bulbagarden.net/wiki/Archen_(Pok%C3%A9mon),146,213,89,2767722,1842,2083,
567,https://bulbapedia.bulbagarden.net/wiki/Archeops_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/1d/GO567.png/48px-GO567.png,Archeops,https://bulbapedia.bulbagarden.net/wiki/Archeops_(Pok%C3%A9mon),181,292,139,7346428,3331,3766,
568,https://bulbapedia.bulbagarden.net/wiki/Trubbish_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/44/GO568.png/48px-GO568.png,Trubbish,https://bulbapedia.bulbagarden.net/wiki/Trubbish_(Pok%C3%A9mon),137,96,122,1604544,1000,1131,
569,https://bulbapedia.bulbagarden.net/wiki/Garbodor_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/5b/GO569.png/48px-GO569.png,Garbodor,https://bulbapedia.bulbagarden.net/wiki/Garbodor_(Pok%C3%A9mon),190,181,164,5639960,2345,2651,
570,https://bulbapedia.bulbagarden.net/wiki/Zorua_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/78/GO570.png/48px-GO570.png,Zorua,https://bulbapedia.bulbagarden.net/wiki/Zorua_(Pok%C3%A9mon),120,153,78,1432080,1175,1329,
571,https://bulbapedia.bulbagarden.net/wiki/Zoroark_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a4/GO571.png/48px-GO571.png,Zoroark,https://bulbapedia.bulbagarden.net/wiki/Zoroark_(Pok%C3%A9mon),155,250,127,4921250,2571,2907,
572,https://bulbapedia.bulbagarden.net/wiki/Minccino_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/22/GO572.png/48px-GO572.png,Minccino,https://bulbapedia.bulbagarden.net/wiki/Minccino_(Pok%C3%A9mon),146,98,80,1144640,872,986,
573,https://bulbapedia.bulbagarden.net/wiki/Cinccino_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/39/GO573.png/48px-GO573.png,Cinccino,https://bulbapedia.bulbagarden.net/wiki/Cinccino_(Pok%C3%A9mon),181,198,130,4658940,2242,2535,
574,https://bulbapedia.bulbagarden.net/wiki/Gothita_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/56/GO574.png/48px-GO574.png,Gothita,https://bulbapedia.bulbagarden.net/wiki/Gothita_(Pok%C3%A9mon),128,98,112,1404928,951,1075,
575,https://bulbapedia.bulbagarden.net/wiki/Gothorita_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/ad/GO575.png/48px-GO575.png,Gothorita,https://bulbapedia.bulbagarden.net/wiki/Gothorita_(Pok%C3%A9mon),155,137,153,3248955,1604,1813,
576,https://bulbapedia.bulbagarden.net/wiki/Gothitelle_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0e/GO576.png/48px-GO576.png,Gothitelle,https://bulbapedia.bulbagarden.net/wiki/Gothitelle_(Pok%C3%A9mon),172,176,205,6205760,2419,2735,
577,https://bulbapedia.bulbagarden.net/wiki/Solosis_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/8a/GO577.png/48px-GO577.png,Solosis,https://bulbapedia.bulbagarden.net/wiki/Solosis_(Pok%C3%A9mon),128,170,83,1806080,1367,1546,
578,https://bulbapedia.bulbagarden.net/wiki/Duosion_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/ce/GO578.png/48px-GO578.png,Duosion,https://bulbapedia.bulbagarden.net/wiki/Duosion_(Pok%C3%A9mon),163,208,103,3492112,2018,2282,
579,https://bulbapedia.bulbagarden.net/wiki/Reuniclus_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0a/GO579.png/48px-GO579.png,Reuniclus,https://bulbapedia.bulbagarden.net/wiki/Reuniclus_(Pok%C3%A9mon),242,214,148,7664624,2927,3309,
580,https://bulbapedia.bulbagarden.net/wiki/Ducklett_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/cf/GO580.png/48px-GO580.png,Ducklett,https://bulbapedia.bulbagarden.net/wiki/Ducklett_(Pok%C3%A9mon),158,84,96,1274112,856,968,
581,https://bulbapedia.bulbagarden.net/wiki/Swanna_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/18/GO581.png/48px-GO581.png,Swanna,https://bulbapedia.bulbagarden.net/wiki/Swanna_(Pok%C3%A9mon),181,182,132,4348344,2088,2361,
582,https://bulbapedia.bulbagarden.net/wiki/Vanillite_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d2/GO582.png/48px-GO582.png,Vanillite,https://bulbapedia.bulbagarden.net/wiki/Vanillite_(Pok%C3%A9mon),113,118,106,1413404,1033,1168,
583,https://bulbapedia.bulbagarden.net/wiki/Vanillish_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/d/d4/GO583.png/48px-GO583.png,Vanillish,https://bulbapedia.bulbagarden.net/wiki/Vanillish_(Pok%C3%A9mon),139,151,138,2896482,1591,1799,
584,https://bulbapedia.bulbagarden.net/wiki/Vanilluxe_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/45/GO584.png/48px-GO584.png,Vanilluxe,https://bulbapedia.bulbagarden.net/wiki/Vanilluxe_(Pok%C3%A9mon),174,218,184,6979488,2822,3190,
585,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/99/GO585.png/48px-GO585.png,Deerling,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon),155,115,100,1782500,1135,1283,
586,https://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/9/99/GO586.png/48px-GO586.png,Sawsbuck,https://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon),190,198,146,5492520,2416,2732,
587,https://bulbapedia.bulbagarden.net/wiki/Emolga_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0e/GO587.png/48px-GO587.png,Emolga,https://bulbapedia.bulbagarden.net/wiki/Emolga_(Pok%C3%A9mon),146,158,127,2929636,1633,1847,
588,https://bulbapedia.bulbagarden.net/wiki/Karrablast_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/5/59/GO588.png/48px-GO588.png,Karrablast,https://bulbapedia.bulbagarden.net/wiki/Karrablast_(Pok%C3%A9mon),137,137,87,1632903,1182,1336,
589,https://bulbapedia.bulbagarden.net/wiki/Escavalier_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/07/GO589.png/48px-GO589.png,Escavalier,https://bulbapedia.bulbagarden.net/wiki/Escavalier_(Pok%C3%A9mon),172,223,187,7172572,2889,3266,
590,https://bulbapedia.bulbagarden.net/wiki/Foongus_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/2d/GO590.png/48px-GO590.png,Foongus,https://bulbapedia.bulbagarden.net/wiki/Foongus_(Pok%C3%A9mon),170,97,91,1500590,979,1107,
591,https://bulbapedia.bulbagarden.net/wiki/Amoonguss_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0a/GO591.png/48px-GO591.png,Amoonguss,https://bulbapedia.bulbagarden.net/wiki/Amoonguss_(Pok%C3%A9mon),249,155,139,5364705,2140,2420,
592,https://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/bb/GO592.png/48px-GO592.png,Frillish,https://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon),146,115,134,2249860,1257,1421,
593,https://bulbapedia.bulbagarden.net/wiki/Jellicent_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/bf/GO593.png/48px-GO593.png,Jellicent,https://bulbapedia.bulbagarden.net/wiki/Jellicent_(Pok%C3%A9mon),225,159,178,6367950,2338,2644,
594,https://bulbapedia.bulbagarden.net/wiki/Alomomola_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/78/GO594.png/48px-GO594.png,Alomomola,https://bulbapedia.bulbagarden.net/wiki/Alomomola_(Pok%C3%A9mon),338,138,131,6110364,2169,2452,
595,https://bulbapedia.bulbagarden.net/wiki/Joltik_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/32/GO595.png/48px-GO595.png,Joltik,https://bulbapedia.bulbagarden.net/wiki/Joltik_(Pok%C3%A9mon),137,110,98,1476860,1023,1156,
596,https://bulbapedia.bulbagarden.net/wiki/Galvantula_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/ba/GO596.png/48px-GO596.png,Galvantula,https://bulbapedia.bulbagarden.net/wiki/Galvantula_(Pok%C3%A9mon),172,201,128,4425216,2206,2494,
597,https://bulbapedia.bulbagarden.net/wiki/Ferroseed_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/7d/GO597.png/48px-GO597.png,Ferroseed,https://bulbapedia.bulbagarden.net/wiki/Ferroseed_(Pok%C3%A9mon),127,82,155,1614170,941,1064,
598,https://bulbapedia.bulbagarden.net/wiki/Ferrothorn_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c5/GO598.png/48px-GO598.png,Ferrothorn,https://bulbapedia.bulbagarden.net/wiki/Ferrothorn_(Pok%C3%A9mon),179,158,223,6306886,2321,2624,
599,https://bulbapedia.bulbagarden.net/wiki/Klink_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/7/72/GO599.png/48px-GO599.png,Klink,https://bulbapedia.bulbagarden.net/wiki/Klink_(Pok%C3%A9mon),120,98,121,1422960,956,1081,
600,https://bulbapedia.bulbagarden.net/wiki/Klang_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/2/24/GO600.png/48px-GO600.png,Klang,https://bulbapedia.bulbagarden.net/wiki/Klang_(Pok%C3%A9mon),155,150,174,4045500,1847,2088,
601,https://bulbapedia.bulbagarden.net/wiki/Klinklang_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a4/GO601.png/48px-GO601.png,Klinklang,https://bulbapedia.bulbagarden.net/wiki/Klinklang_(Pok%C3%A9mon),155,199,214,6600830,2637,2981,
602,https://bulbapedia.bulbagarden.net/wiki/Tynamo_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/3/3b/GO602.png/48px-GO602.png,Tynamo,https://bulbapedia.bulbagarden.net/wiki/Tynamo_(Pok%C3%A9mon),111,105,78,909090,811,917,
603,https://bulbapedia.bulbagarden.net/wiki/Eelektrik_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/1f/GO603.png/48px-GO603.png,Eelektrik,https://bulbapedia.bulbagarden.net/wiki/Eelektrik_(Pok%C3%A9mon),163,156,130,3305640,1715,1939,
604,https://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/8/84/GO604.png/48px-GO604.png,Eelektross,https://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pok%C3%A9mon),198,217,152,6530832,2732,3089,
605,https://bulbapedia.bulbagarden.net/wiki/Elgyem_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/c4/GO605.png/48px-GO605.png,Elgyem,https://bulbapedia.bulbagarden.net/wiki/Elgyem_(Pok%C3%A9mon),146,148,100,2160800,1385,1566,
606,https://bulbapedia.bulbagarden.net/wiki/Beheeyem_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/4/4b/GO606.png/48px-GO606.png,Beheeyem,https://bulbapedia.bulbagarden.net/wiki/Beheeyem_(Pok%C3%A9mon),181,221,163,6520163,2753,3112,
607,https://bulbapedia.bulbagarden.net/wiki/Litwick_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/b/b4/GO607.png/48px-GO607.png,Litwick,https://bulbapedia.bulbagarden.net/wiki/Litwick_(Pok%C3%A9mon),137,108,98,1450008,1006,1138,
608,https://bulbapedia.bulbagarden.net/wiki/Lampent_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/1/1c/GO608.png/48px-GO608.png,Lampent,https://bulbapedia.bulbagarden.net/wiki/Lampent_(Pok%C3%A9mon),155,169,115,3012425,1708,1931,
609,https://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/a/a6/GO609.png/48px-GO609.png,Chandelure,https://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pok%C3%A9mon),155,271,182,7644910,3268,3695,
610,https://bulbapedia.bulbagarden.net/wiki/Axew_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/0/0f/GO610.png/48px-GO610.png,Axew,https://bulbapedia.bulbagarden.net/wiki/Axew_(Pok%C3%A9mon),130,154,101,2022020,1368,1547,
611,https://bulbapedia.bulbagarden.net/wiki/Fraxure_(Pok%C3%A9mon)#Pok.C3.A9mon_GO,https://cdn2.bulbagarden.net/upload/thumb/c/cc/GO611.png/48px-GO611.png,Fraxure,https://bulbapedia.bulbagarden.net/wiki/Fraxure_(Pok%C3%A9mon),165,212,123,4302540,2234,2526,
